"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR3037434","SRR2994384","NDSU1","SRR11101167","SRR12075372","SRR14766444","SRR5928153","SRR15712222","NDSU6","SRR14766361","SRR5985919","SRR14766386","SRR8041750","SRR28412153","SRR4292616"
"ydcO","","Inner membrane protein YdcO",580,580,1,1,5009,NA,NA,"",1178,1178,1178,"ENBCENPF_01351","KKCBMJKJ_02059","GEPIEMCB_00268","ELELPFCC_00582","OHGDDBEJ_01255","PJHKONLG_03470","BMGCDLMI_03122","JIDNIGFB_00270","LBKLGAEM_01421","MGNDMLEC_00754","CNEOHEEB_01251","OKEMFKGG_00940","EJCMFNNE_00139","IKEDIMNK_00474","OOMOJDPP_02827"
"sutR_1","","HTH-type transcriptional regulator SutR",580,580,1,1,5010,NA,NA,"",536,536,536,"ENBCENPF_01352","KKCBMJKJ_02058","GEPIEMCB_00269","ELELPFCC_00581","OHGDDBEJ_01254","PJHKONLG_03469","BMGCDLMI_03121","JIDNIGFB_00271","LBKLGAEM_01422","MGNDMLEC_00755","CNEOHEEB_01250","OKEMFKGG_00939","EJCMFNNE_00138","IKEDIMNK_00473","OOMOJDPP_02828"
"patB","","Cystathionine beta-lyase PatB",580,580,1,1,5072,NA,NA,"",1202,1202,1202,"ENBCENPF_01402","KKCBMJKJ_02008","GEPIEMCB_00319","ELELPFCC_00532","OHGDDBEJ_01204","PJHKONLG_02565","BMGCDLMI_03071","JIDNIGFB_00321","LBKLGAEM_01471","MGNDMLEC_00805","CNEOHEEB_01200","OKEMFKGG_00889","EJCMFNNE_00088","IKEDIMNK_00424","OOMOJDPP_02057"
"mleN","","Malate-2H(+)/Na(+)-lactate antiporter",580,580,1,1,5074,NA,NA,"",1451,1451,1451,"ENBCENPF_01403","KKCBMJKJ_02007","GEPIEMCB_00320","ELELPFCC_00531","OHGDDBEJ_01203","PJHKONLG_02564","BMGCDLMI_03070","JIDNIGFB_00322","LBKLGAEM_01472","MGNDMLEC_00806","CNEOHEEB_01199","OKEMFKGG_00888","EJCMFNNE_00087","IKEDIMNK_00423","OOMOJDPP_02056"
"group_1965","","hypothetical protein",580,580,1,1,5099,NA,NA,"",947,947,947,"ENBCENPF_01422","KKCBMJKJ_03688","GEPIEMCB_00339","ELELPFCC_00512","OHGDDBEJ_01184","PJHKONLG_02545","BMGCDLMI_03051","JIDNIGFB_00341","LBKLGAEM_01491","MGNDMLEC_00825","CNEOHEEB_01180","OKEMFKGG_00869","EJCMFNNE_00068","IKEDIMNK_00404","OOMOJDPP_02037"
"ynfD","","putative protein YnfD",580,580,1,1,5130,NA,NA,"",305,305,305,"ENBCENPF_01452","KKCBMJKJ_03658","GEPIEMCB_00369","ELELPFCC_00482","OHGDDBEJ_01154","PJHKONLG_02515","BMGCDLMI_03021","JIDNIGFB_00371","LBKLGAEM_01521","MGNDMLEC_00855","CNEOHEEB_01150","OKEMFKGG_00839","EJCMFNNE_00038","IKEDIMNK_00374","OOMOJDPP_02007"
"ynfE","","Putative dimethyl sulfoxide reductase chain YnfE",580,580,1,1,5131,NA,NA,"",2438,2438,2438,"ENBCENPF_01453","KKCBMJKJ_03657","GEPIEMCB_00370","ELELPFCC_00481","OHGDDBEJ_01153","PJHKONLG_02514","BMGCDLMI_03020","JIDNIGFB_00372","LBKLGAEM_01522","MGNDMLEC_00856","CNEOHEEB_01149","OKEMFKGG_00838","EJCMFNNE_00037","IKEDIMNK_00373","OOMOJDPP_02006"
"dmsD_1","","Tat proofreading chaperone DmsD",580,580,1,1,5136,NA,NA,"",614,614,614,"ENBCENPF_01457","KKCBMJKJ_03653","GEPIEMCB_00374","ELELPFCC_00477","OHGDDBEJ_01149","PJHKONLG_02510","BMGCDLMI_03016","JIDNIGFB_00376","LBKLGAEM_01526","MGNDMLEC_00860","CNEOHEEB_01145","OKEMFKGG_00834","EJCMFNNE_00033","IKEDIMNK_00369","OOMOJDPP_02002"
"asr","","Acid shock protein",580,580,1,1,5149,NA,NA,"",248,248,248,"ENBCENPF_01467","KKCBMJKJ_03643","GEPIEMCB_00384","ELELPFCC_00467","OHGDDBEJ_01139","PJHKONLG_02500","BMGCDLMI_03006","JIDNIGFB_00386","LBKLGAEM_01536","MGNDMLEC_00870","CNEOHEEB_01135","OKEMFKGG_00824","EJCMFNNE_00023","IKEDIMNK_00359","OOMOJDPP_01992"
"mdtI","","Spermidine export protein MdtI",580,580,1,1,5151,NA,NA,"",329,329,329,"ENBCENPF_01469","KKCBMJKJ_03641","GEPIEMCB_00386","ELELPFCC_00465","OHGDDBEJ_01137","PJHKONLG_02498","BMGCDLMI_03004","JIDNIGFB_00388","LBKLGAEM_01538","MGNDMLEC_00872","CNEOHEEB_01133","OKEMFKGG_00822","EJCMFNNE_00021","IKEDIMNK_00357","OOMOJDPP_01990"
"mdtJ","","Spermidine export protein MdtJ",580,580,1,1,5152,NA,NA,"",362,362,362,"ENBCENPF_01470","KKCBMJKJ_03640","GEPIEMCB_00387","ELELPFCC_00464","OHGDDBEJ_01136","PJHKONLG_02497","BMGCDLMI_03003","JIDNIGFB_00389","LBKLGAEM_01539","MGNDMLEC_00873","CNEOHEEB_01132","OKEMFKGG_00821","EJCMFNNE_00020","IKEDIMNK_00356","OOMOJDPP_01989"
"tqsA","","AI-2 transport protein TqsA",580,580,1,1,5153,NA,NA,"",1034,1034,1034,"ENBCENPF_01471","KKCBMJKJ_03639","GEPIEMCB_00388","ELELPFCC_00463","OHGDDBEJ_01135","PJHKONLG_02496","BMGCDLMI_03002","JIDNIGFB_00390","LBKLGAEM_01540","MGNDMLEC_00874","CNEOHEEB_01131","OKEMFKGG_00820","EJCMFNNE_00019","IKEDIMNK_00355","OOMOJDPP_01988"
"rsxB_1","","Ion-translocating oxidoreductase complex subunit B",580,580,1,1,5178,NA,NA,"",578,578,578,"ENBCENPF_02521","KKCBMJKJ_02677","GEPIEMCB_00410","ELELPFCC_02782","OHGDDBEJ_02499","PJHKONLG_01066","BMGCDLMI_02167","JIDNIGFB_00412","LBKLGAEM_01562","MGNDMLEC_02998","CNEOHEEB_03595","OKEMFKGG_00798","EJCMFNNE_01225","IKEDIMNK_00333","OOMOJDPP_03545"
"ydhF","","Oxidoreductase YdhF",580,580,1,1,5199,NA,NA,"",896,896,896,"ENBCENPF_02501","KKCBMJKJ_02697","GEPIEMCB_00430","ELELPFCC_02802","OHGDDBEJ_02479","PJHKONLG_01046","BMGCDLMI_02147","JIDNIGFB_00432","LBKLGAEM_01582","MGNDMLEC_02978","CNEOHEEB_03575","OKEMFKGG_00778","EJCMFNNE_01245","IKEDIMNK_00313","OOMOJDPP_03525"
"group_1996","","hypothetical protein",580,580,1,1,5200,NA,NA,"",239,239,239,"ENBCENPF_02500","KKCBMJKJ_02698","GEPIEMCB_00431","ELELPFCC_02803","OHGDDBEJ_02478","PJHKONLG_01045","BMGCDLMI_02146","JIDNIGFB_00433","LBKLGAEM_01583","MGNDMLEC_02977","CNEOHEEB_03574","OKEMFKGG_00777","EJCMFNNE_01246","IKEDIMNK_00312","OOMOJDPP_03524"
"nemR","","HTH-type transcriptional repressor NemR",580,580,1,1,5201,NA,NA,"",599,599,599,"ENBCENPF_02499","KKCBMJKJ_02699","GEPIEMCB_00432","ELELPFCC_02804","OHGDDBEJ_02477","PJHKONLG_01044","BMGCDLMI_02145","JIDNIGFB_00434","LBKLGAEM_01584","MGNDMLEC_02976","CNEOHEEB_03573","OKEMFKGG_00776","EJCMFNNE_01247","IKEDIMNK_00311","OOMOJDPP_03523"
"nemA","","N-ethylmaleimide reductase",580,580,1,1,5202,NA,NA,"",1097,1097,1097,"ENBCENPF_02498","KKCBMJKJ_02700","GEPIEMCB_00433","ELELPFCC_02805","OHGDDBEJ_02476","PJHKONLG_01043","BMGCDLMI_02144","JIDNIGFB_00435","LBKLGAEM_01585","MGNDMLEC_02975","CNEOHEEB_03572","OKEMFKGG_00775","EJCMFNNE_01248","IKEDIMNK_00310","OOMOJDPP_03522"
"ydhC","","Inner membrane transport protein YdhC",580,580,1,1,5211,NA,NA,"",1205,1205,1205,"ENBCENPF_02489","KKCBMJKJ_02709","GEPIEMCB_00442","ELELPFCC_02814","OHGDDBEJ_02467","PJHKONLG_01034","BMGCDLMI_02135","JIDNIGFB_00444","LBKLGAEM_01594","MGNDMLEC_02966","CNEOHEEB_03563","OKEMFKGG_00766","EJCMFNNE_01257","IKEDIMNK_00301","OOMOJDPP_03513"
"cfa","","Cyclopropane-fatty-acyl-phospholipid synthase",580,580,1,1,5212,NA,NA,"",1148,1148,1148,"ENBCENPF_02488","KKCBMJKJ_02710","GEPIEMCB_00443","ELELPFCC_02815","OHGDDBEJ_02466","PJHKONLG_01033","BMGCDLMI_02134","JIDNIGFB_00445","LBKLGAEM_01595","MGNDMLEC_02965","CNEOHEEB_03562","OKEMFKGG_00765","EJCMFNNE_01258","IKEDIMNK_00300","OOMOJDPP_03512"
"mdtK","","Multidrug resistance protein MdtK",580,580,1,1,5214,NA,NA,"",1373,1373,1373,"ENBCENPF_02486","KKCBMJKJ_02712","GEPIEMCB_00445","ELELPFCC_02817","OHGDDBEJ_02464","PJHKONLG_01031","BMGCDLMI_02132","JIDNIGFB_00447","LBKLGAEM_01597","MGNDMLEC_02963","CNEOHEEB_03560","OKEMFKGG_00763","EJCMFNNE_01260","IKEDIMNK_00298","OOMOJDPP_03510"
"group_2003","","hypothetical protein",580,580,1,1,5218,NA,NA,"",266,266,266,"ENBCENPF_02481","KKCBMJKJ_02717","GEPIEMCB_00450","ELELPFCC_02822","OHGDDBEJ_02459","PJHKONLG_01026","BMGCDLMI_02127","JIDNIGFB_00452","LBKLGAEM_01602","MGNDMLEC_02958","CNEOHEEB_03555","OKEMFKGG_00758","EJCMFNNE_01265","IKEDIMNK_00293","OOMOJDPP_03505"
"spaP_2","","Surface presentation of antigens protein SpaP",580,580,1,1,5219,NA,NA,"",647,647,647,"ENBCENPF_02480","KKCBMJKJ_02718","GEPIEMCB_00451","ELELPFCC_02823","OHGDDBEJ_02458","PJHKONLG_01025","BMGCDLMI_02126","JIDNIGFB_00453","LBKLGAEM_01603","MGNDMLEC_02957","CNEOHEEB_03554","OKEMFKGG_00757","EJCMFNNE_01266","IKEDIMNK_00292","OOMOJDPP_03504"
"group_2005","","hypothetical protein",580,580,1,1,5220,NA,NA,"",968,968,968,"ENBCENPF_02479","KKCBMJKJ_02719","GEPIEMCB_00452","ELELPFCC_02824","OHGDDBEJ_02457","PJHKONLG_01024","BMGCDLMI_02125","JIDNIGFB_00454","LBKLGAEM_01604","MGNDMLEC_02956","CNEOHEEB_03553","OKEMFKGG_00756","EJCMFNNE_01267","IKEDIMNK_00291","OOMOJDPP_03503"
"group_2006","","hypothetical protein",580,580,1,1,5221,NA,NA,"",374,374,374,"ENBCENPF_02478","KKCBMJKJ_02720","GEPIEMCB_00453","ELELPFCC_02825","OHGDDBEJ_02456","PJHKONLG_01023","BMGCDLMI_02124","JIDNIGFB_00455","LBKLGAEM_01605","MGNDMLEC_02955","CNEOHEEB_03552","OKEMFKGG_00755","EJCMFNNE_01268","IKEDIMNK_00290","OOMOJDPP_03502"
"ssaN","","putative secretion system apparatus ATP synthase SsaN",580,580,1,1,5223,NA,NA,"",1301,1301,1301,"ENBCENPF_02476","KKCBMJKJ_02722","GEPIEMCB_00455","ELELPFCC_02827","OHGDDBEJ_02454","PJHKONLG_01021","BMGCDLMI_02122","JIDNIGFB_00457","LBKLGAEM_01607","MGNDMLEC_02953","CNEOHEEB_03550","OKEMFKGG_00753","EJCMFNNE_01270","IKEDIMNK_00288","OOMOJDPP_03500"
"group_2009","","hypothetical protein",580,580,1,1,5226,NA,NA,"",368,368,368,"ENBCENPF_02474","KKCBMJKJ_02724","GEPIEMCB_00457","ELELPFCC_02829","OHGDDBEJ_02452","PJHKONLG_01019","BMGCDLMI_02120","JIDNIGFB_00459","LBKLGAEM_01609","MGNDMLEC_02951","CNEOHEEB_03548","OKEMFKGG_00751","EJCMFNNE_01272","IKEDIMNK_00286","OOMOJDPP_03498"
"group_2010","","hypothetical protein",580,580,1,1,5228,NA,NA,"",674,674,674,"ENBCENPF_02472","KKCBMJKJ_02726","GEPIEMCB_00459","ELELPFCC_02831","OHGDDBEJ_02450","PJHKONLG_01017","BMGCDLMI_02118","JIDNIGFB_00461","LBKLGAEM_01611","MGNDMLEC_02949","CNEOHEEB_03546","OKEMFKGG_00749","EJCMFNNE_01274","IKEDIMNK_00284","OOMOJDPP_03496"
"group_2011","","hypothetical protein",580,580,1,1,5229,NA,NA,"",251,251,251,"ENBCENPF_02471","KKCBMJKJ_02727","GEPIEMCB_00460","ELELPFCC_02832","OHGDDBEJ_02449","PJHKONLG_01016","BMGCDLMI_02117","JIDNIGFB_00462","LBKLGAEM_01612","MGNDMLEC_02948","CNEOHEEB_03545","OKEMFKGG_00748","EJCMFNNE_01275","IKEDIMNK_00283","OOMOJDPP_03495"
"yscJ","","Yop proteins translocation lipoprotein J",580,580,1,1,5230,NA,NA,"",749,749,749,"ENBCENPF_02470","KKCBMJKJ_02728","GEPIEMCB_00461","ELELPFCC_02833","OHGDDBEJ_02448","PJHKONLG_01015","BMGCDLMI_02116","JIDNIGFB_00463","LBKLGAEM_01613","MGNDMLEC_02947","CNEOHEEB_03544","OKEMFKGG_00747","EJCMFNNE_01276","IKEDIMNK_00282","OOMOJDPP_03494"
"group_2013","","hypothetical protein",580,580,1,1,5231,NA,NA,"",263,263,263,"ENBCENPF_02469","KKCBMJKJ_02729","GEPIEMCB_00462","ELELPFCC_02834","OHGDDBEJ_02447","PJHKONLG_01014","BMGCDLMI_02115","JIDNIGFB_00464","LBKLGAEM_01614","MGNDMLEC_02946","CNEOHEEB_03543","OKEMFKGG_00746","EJCMFNNE_01277","IKEDIMNK_00281","OOMOJDPP_03493"
"group_2014","","hypothetical protein",580,580,1,1,5232,NA,NA,"",290,290,290,"ENBCENPF_02468","KKCBMJKJ_02730","GEPIEMCB_00463","ELELPFCC_02835","OHGDDBEJ_02446","PJHKONLG_01013","BMGCDLMI_02114","JIDNIGFB_00465","LBKLGAEM_01615","MGNDMLEC_02945","CNEOHEEB_03542","OKEMFKGG_00745","EJCMFNNE_01278","IKEDIMNK_00280","OOMOJDPP_03492"
"group_2015","","hypothetical protein",580,580,1,1,5233,NA,NA,"",215,215,215,"ENBCENPF_02467","KKCBMJKJ_02731","GEPIEMCB_00464","ELELPFCC_02836","OHGDDBEJ_02445","PJHKONLG_01012","BMGCDLMI_02113","JIDNIGFB_00466","LBKLGAEM_01616","MGNDMLEC_02944","CNEOHEEB_03541","OKEMFKGG_00744","EJCMFNNE_01279","IKEDIMNK_00279","OOMOJDPP_03491"
"group_2016","","hypothetical protein",580,580,1,1,5234,NA,NA,"",689,689,689,"ENBCENPF_02466","KKCBMJKJ_02732","GEPIEMCB_00465","ELELPFCC_02837","OHGDDBEJ_02444","PJHKONLG_01011","BMGCDLMI_02112","JIDNIGFB_00467","LBKLGAEM_01617","MGNDMLEC_02943","CNEOHEEB_03540","OKEMFKGG_00743","EJCMFNNE_01280","IKEDIMNK_00278","OOMOJDPP_03490"
"group_2017","","hypothetical protein",580,580,1,1,5235,NA,NA,"",782,782,782,"ENBCENPF_02465","KKCBMJKJ_02733","GEPIEMCB_00466","ELELPFCC_02838","OHGDDBEJ_02443","PJHKONLG_01010","BMGCDLMI_02111","JIDNIGFB_00468","LBKLGAEM_01618","MGNDMLEC_02942","CNEOHEEB_03539","OKEMFKGG_00742","EJCMFNNE_01281","IKEDIMNK_00277","OOMOJDPP_03489"
"group_2018","","hypothetical protein",580,580,1,1,5236,NA,NA,"",428,428,428,"ENBCENPF_02464","KKCBMJKJ_02734","GEPIEMCB_00467","ELELPFCC_02839","OHGDDBEJ_02442","PJHKONLG_01009","BMGCDLMI_02110","JIDNIGFB_00469","LBKLGAEM_01619","MGNDMLEC_02941","CNEOHEEB_03538","OKEMFKGG_00741","EJCMFNNE_01282","IKEDIMNK_00276","OOMOJDPP_03488"
"group_2019","","hypothetical protein",580,580,1,1,5237,NA,NA,"",416,416,416,"ENBCENPF_02463","KKCBMJKJ_02735","GEPIEMCB_00468","ELELPFCC_02840","OHGDDBEJ_02441","PJHKONLG_01008","BMGCDLMI_02109","JIDNIGFB_00470","LBKLGAEM_01620","MGNDMLEC_02940","CNEOHEEB_03537","OKEMFKGG_00740","EJCMFNNE_01283","IKEDIMNK_00275","OOMOJDPP_03487"
"sseD","","Secreted effector protein SseD",580,580,1,1,5238,NA,NA,"",587,587,587,"ENBCENPF_02462","KKCBMJKJ_02736","GEPIEMCB_00469","ELELPFCC_02841","OHGDDBEJ_02440","PJHKONLG_01007","BMGCDLMI_02108","JIDNIGFB_00471","LBKLGAEM_01621","MGNDMLEC_02939","CNEOHEEB_03536","OKEMFKGG_00739","EJCMFNNE_01284","IKEDIMNK_00274","OOMOJDPP_03486"
"group_2021","","hypothetical protein",580,580,1,1,5240,NA,NA,"",473,473,473,"ENBCENPF_02460","KKCBMJKJ_02738","GEPIEMCB_00471","ELELPFCC_02843","OHGDDBEJ_02438","PJHKONLG_01005","BMGCDLMI_02106","JIDNIGFB_00473","LBKLGAEM_01623","MGNDMLEC_02937","CNEOHEEB_03534","OKEMFKGG_00737","EJCMFNNE_01286","IKEDIMNK_00272","OOMOJDPP_03484"
"sseB","","Secreted effector protein SseB",580,580,1,1,5241,NA,NA,"",590,590,590,"ENBCENPF_02459","KKCBMJKJ_02739","GEPIEMCB_00472","ELELPFCC_02844","OHGDDBEJ_02437","PJHKONLG_01004","BMGCDLMI_02105","JIDNIGFB_00474","LBKLGAEM_01624","MGNDMLEC_02936","CNEOHEEB_03533","OKEMFKGG_00736","EJCMFNNE_01287","IKEDIMNK_00271","OOMOJDPP_03483"
"ttrS","","Tetrathionate sensor histidine kinase TtrS",580,580,1,1,5254,NA,NA,"",1778,1778,1778,"ENBCENPF_02446","KKCBMJKJ_02752","GEPIEMCB_00485","ELELPFCC_02857","OHGDDBEJ_02424","PJHKONLG_00991","BMGCDLMI_02092","JIDNIGFB_00487","LBKLGAEM_01637","MGNDMLEC_02923","CNEOHEEB_03520","OKEMFKGG_00723","EJCMFNNE_01300","IKEDIMNK_00258","OOMOJDPP_01636"
"rhaS_1","","HTH-type transcriptional activator RhaS",580,580,1,1,5287,NA,NA,"",584,584,584,"ENBCENPF_02416","KKCBMJKJ_02782","GEPIEMCB_00515","ELELPFCC_02887","OHGDDBEJ_02394","PJHKONLG_00961","BMGCDLMI_02062","JIDNIGFB_00517","LBKLGAEM_04409","MGNDMLEC_02893","CNEOHEEB_03490","OKEMFKGG_00693","EJCMFNNE_01330","IKEDIMNK_00228","OOMOJDPP_01666"
"fixB_1","","Protein FixB",580,580,1,1,5289,NA,NA,"",935,935,935,"ENBCENPF_02414","KKCBMJKJ_02784","GEPIEMCB_00517","ELELPFCC_02889","OHGDDBEJ_02392","PJHKONLG_00959","BMGCDLMI_02060","JIDNIGFB_00519","LBKLGAEM_04411","MGNDMLEC_02891","CNEOHEEB_03488","OKEMFKGG_00691","EJCMFNNE_01332","IKEDIMNK_00226","OOMOJDPP_01668"
"ppsA","","Phosphoenolpyruvate synthase",580,580,1,1,5293,NA,NA,"",2378,2378,2378,"ENBCENPF_02410","KKCBMJKJ_02788","GEPIEMCB_00521","ELELPFCC_02893","OHGDDBEJ_02388","PJHKONLG_00955","BMGCDLMI_02056","JIDNIGFB_00523","LBKLGAEM_04415","MGNDMLEC_02887","CNEOHEEB_03484","OKEMFKGG_00687","EJCMFNNE_01336","IKEDIMNK_00222","OOMOJDPP_01672"
"ppsR","","Phosphoenolpyruvate synthase regulatory protein",580,580,1,1,5294,NA,NA,"",833,833,833,"ENBCENPF_02409","KKCBMJKJ_02789","GEPIEMCB_00522","ELELPFCC_02894","OHGDDBEJ_02387","PJHKONLG_00954","BMGCDLMI_02055","JIDNIGFB_00524","LBKLGAEM_04416","MGNDMLEC_02886","CNEOHEEB_03483","OKEMFKGG_00686","EJCMFNNE_01337","IKEDIMNK_00221","OOMOJDPP_01673"
"aroH","","Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive",580,580,1,1,5295,NA,NA,"",1046,1046,1046,"ENBCENPF_02408","KKCBMJKJ_02790","GEPIEMCB_00523","ELELPFCC_02895","OHGDDBEJ_02386","PJHKONLG_00953","BMGCDLMI_02054","JIDNIGFB_00525","LBKLGAEM_04417","MGNDMLEC_02885","CNEOHEEB_03482","OKEMFKGG_00685","EJCMFNNE_01338","IKEDIMNK_00220","OOMOJDPP_01674"
"ydiE","","putative protein YdiE",580,580,1,1,5296,NA,NA,"",191,191,191,"ENBCENPF_02407","KKCBMJKJ_02791","GEPIEMCB_00524","ELELPFCC_02896","OHGDDBEJ_02385","PJHKONLG_00952","BMGCDLMI_02053","JIDNIGFB_00526","LBKLGAEM_04418","MGNDMLEC_02884","CNEOHEEB_03481","OKEMFKGG_00684","EJCMFNNE_01339","IKEDIMNK_00219","OOMOJDPP_01675"
"ydiV_2","","Anti-FlhC(2)FlhD(4) factor YdiV",580,580,1,1,5299,NA,NA,"",713,713,713,"ENBCENPF_02405","KKCBMJKJ_02793","GEPIEMCB_00526","ELELPFCC_02898","OHGDDBEJ_02383","PJHKONLG_00950","BMGCDLMI_02051","JIDNIGFB_00528","LBKLGAEM_04420","MGNDMLEC_02882","CNEOHEEB_03479","OKEMFKGG_00682","EJCMFNNE_01341","IKEDIMNK_00217","OOMOJDPP_01677"
"mepS_1","","Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase",580,580,1,1,5300,NA,NA,"",464,464,464,"ENBCENPF_02404","KKCBMJKJ_02794","GEPIEMCB_00527","ELELPFCC_02899","OHGDDBEJ_02382","PJHKONLG_00949","BMGCDLMI_02050","JIDNIGFB_00529","LBKLGAEM_04421","MGNDMLEC_02881","CNEOHEEB_03478","OKEMFKGG_00681","EJCMFNNE_01342","IKEDIMNK_00216","OOMOJDPP_01678"
"btuD_2","","Vitamin B12 import ATP-binding protein BtuD",580,580,1,1,5301,NA,NA,"",749,749,749,"ENBCENPF_02403","KKCBMJKJ_02795","GEPIEMCB_00528","ELELPFCC_02900","OHGDDBEJ_02381","PJHKONLG_00948","BMGCDLMI_02049","JIDNIGFB_00530","LBKLGAEM_04422","MGNDMLEC_02880","CNEOHEEB_03477","OKEMFKGG_00680","EJCMFNNE_01343","IKEDIMNK_00215","OOMOJDPP_01679"
"btuE","","Thioredoxin/glutathione peroxidase BtuE",580,580,1,1,5302,NA,NA,"",551,551,551,"ENBCENPF_02402","KKCBMJKJ_02796","GEPIEMCB_00529","ELELPFCC_02901","OHGDDBEJ_02380","PJHKONLG_00947","BMGCDLMI_02048","JIDNIGFB_00531","LBKLGAEM_04423","MGNDMLEC_02879","CNEOHEEB_03476","OKEMFKGG_00679","EJCMFNNE_01344","IKEDIMNK_00214","OOMOJDPP_01680"
"btuC","","Vitamin B12 import system permease protein BtuC",580,580,1,1,5303,NA,NA,"",980,980,980,"ENBCENPF_02401","KKCBMJKJ_02797","GEPIEMCB_00530","ELELPFCC_02902","OHGDDBEJ_02379","PJHKONLG_00946","BMGCDLMI_02047","JIDNIGFB_00532","LBKLGAEM_04424","MGNDMLEC_02878","CNEOHEEB_03475","OKEMFKGG_00678","EJCMFNNE_01345","IKEDIMNK_00213","OOMOJDPP_01681"
"ihfA","","Integration host factor subunit alpha",580,580,1,1,5304,NA,NA,"",299,299,299,"ENBCENPF_02400","KKCBMJKJ_02798","GEPIEMCB_00531","ELELPFCC_02903","OHGDDBEJ_02378","PJHKONLG_00945","BMGCDLMI_02046","JIDNIGFB_00533","LBKLGAEM_04425","MGNDMLEC_02877","CNEOHEEB_03474","OKEMFKGG_00677","EJCMFNNE_01346","IKEDIMNK_00212","OOMOJDPP_01682"
"pheT","","Phenylalanine--tRNA ligase beta subunit",580,580,1,1,5305,NA,NA,"",2387,2387,2387,"ENBCENPF_02399","KKCBMJKJ_02799","GEPIEMCB_00532","ELELPFCC_02904","OHGDDBEJ_02377","PJHKONLG_00944","BMGCDLMI_02045","JIDNIGFB_00534","LBKLGAEM_04426","MGNDMLEC_02876","CNEOHEEB_03473","OKEMFKGG_00676","EJCMFNNE_01347","IKEDIMNK_00211","OOMOJDPP_01683"
"cedA","","Cell division activator CedA",580,580,1,1,5326,NA,NA,"",242,242,242,"ENBCENPF_02381","KKCBMJKJ_02817","GEPIEMCB_00550","ELELPFCC_02922","OHGDDBEJ_02359","PJHKONLG_00927","BMGCDLMI_02027","JIDNIGFB_00552","LBKLGAEM_03609","MGNDMLEC_02858","CNEOHEEB_03455","OKEMFKGG_03800","EJCMFNNE_01365","IKEDIMNK_00193","OOMOJDPP_01700"
"group_2049","","hypothetical protein",580,580,1,1,5371,NA,NA,"",1934,1934,1934,"ENBCENPF_02338","KKCBMJKJ_02860","GEPIEMCB_00593","ELELPFCC_02965","OHGDDBEJ_02316","PJHKONLG_00884","BMGCDLMI_01984","JIDNIGFB_00595","LBKLGAEM_03652","MGNDMLEC_02815","CNEOHEEB_03412","OKEMFKGG_03757","EJCMFNNE_01408","IKEDIMNK_00150","OOMOJDPP_01743"
"group_2050","","hypothetical protein",580,580,1,1,5373,NA,NA,"",1286,1286,1286,"ENBCENPF_02337","KKCBMJKJ_02861","GEPIEMCB_00594","ELELPFCC_02966","OHGDDBEJ_02315","PJHKONLG_00883","BMGCDLMI_01983","JIDNIGFB_00596","LBKLGAEM_03653","MGNDMLEC_02814","CNEOHEEB_03411","OKEMFKGG_03756","EJCMFNNE_01409","IKEDIMNK_00149","OOMOJDPP_01744"
"group_2051","","hypothetical protein",580,580,1,1,5375,NA,NA,"",527,527,527,"ENBCENPF_02335","KKCBMJKJ_03433","GEPIEMCB_00596","ELELPFCC_02968","OHGDDBEJ_02313","PJHKONLG_04379","BMGCDLMI_01981","JIDNIGFB_00598","LBKLGAEM_03655","MGNDMLEC_02812","CNEOHEEB_03409","OKEMFKGG_03754","EJCMFNNE_01411","IKEDIMNK_00147","OOMOJDPP_01746"
"group_2052","","hypothetical protein",580,580,1,1,5376,NA,NA,"",107,107,107,"ENBCENPF_02334","KKCBMJKJ_03432","GEPIEMCB_00597","ELELPFCC_02969","OHGDDBEJ_02312","PJHKONLG_04378","BMGCDLMI_01980","JIDNIGFB_00599","LBKLGAEM_03656","MGNDMLEC_02811","CNEOHEEB_03408","OKEMFKGG_03753","EJCMFNNE_01412","IKEDIMNK_00146","OOMOJDPP_01747"
"group_2053","","hypothetical protein",580,580,1,1,5377,NA,NA,"",446,446,446,"ENBCENPF_02333","KKCBMJKJ_03431","GEPIEMCB_00598","ELELPFCC_02970","OHGDDBEJ_02311","PJHKONLG_04377","BMGCDLMI_01979","JIDNIGFB_00600","LBKLGAEM_03657","MGNDMLEC_02810","CNEOHEEB_03407","OKEMFKGG_03752","EJCMFNNE_01413","IKEDIMNK_00145","OOMOJDPP_01748"
"group_2054","","hypothetical protein",580,580,1,1,5379,NA,NA,"",347,347,347,"ENBCENPF_02330","KKCBMJKJ_03428","GEPIEMCB_00601","ELELPFCC_02973","OHGDDBEJ_02308","PJHKONLG_04374","BMGCDLMI_01976","JIDNIGFB_00603","LBKLGAEM_03660","MGNDMLEC_02807","CNEOHEEB_03404","OKEMFKGG_03749","EJCMFNNE_01416","IKEDIMNK_00142","OOMOJDPP_01751"
