"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR16297816","SRR7010475","SRR12075372","SRR5905519","SRR28412124","SRR14766397","SRR27714943","SRR8728075","SRR14766394","SRR5883582","NDSU24","SRR14766350","NDSU10","SRR18233386","SRR27708439"
"group_1361","","hypothetical protein",580,580,1,1,706,NA,NA,"",107,263,262,"IIHPGJAB_03232","IMMEOONP_02941","OHGDDBEJ_02624","OAAFEBHG_04348","NGHPPALG_03231","CDEANNNL_02590","APJAPAOH_03230","EDHNKBAJ_02691","AHAJJFKC_00618","HGPPELBO_02457","DFEIMHLH_01911","KNJLKBEO_01229","PGKCJFEA_00205","OKDIKGGJ_02897","JJJDFGFB_03232"
"cyoA","","Cytochrome bo(3) ubiquinol oxidase subunit 2",580,580,1,1,661,NA,NA,"",191,956,954,"IIHPGJAB_03265","IMMEOONP_02908","OHGDDBEJ_02657","OAAFEBHG_03517","NGHPPALG_03264","CDEANNNL_02623","APJAPAOH_03263","EDHNKBAJ_02724","AHAJJFKC_00585","HGPPELBO_02424","DFEIMHLH_01878","KNJLKBEO_01196","PGKCJFEA_00172","OKDIKGGJ_02864","JJJDFGFB_03265"
"fes_2","","Enterochelin esterase",580,580,1,1,425,NA,NA,"",1010,1214,1210,"IIHPGJAB_04036","IMMEOONP_03728","OHGDDBEJ_03619","OAAFEBHG_03843","NGHPPALG_04064","CDEANNNL_03566","APJAPAOH_03884","EDHNKBAJ_03232","AHAJJFKC_03805","HGPPELBO_03797","DFEIMHLH_01681","KNJLKBEO_02106","PGKCJFEA_03866","OKDIKGGJ_04066","JJJDFGFB_04068"
"ybdM","","putative protein YbdM",580,580,1,1,405,NA,NA,"",218,617,616,"IIHPGJAB_04017","IMMEOONP_03747","OHGDDBEJ_03600","OAAFEBHG_03862","NGHPPALG_04045","CDEANNNL_03547","APJAPAOH_03903","EDHNKBAJ_03251","AHAJJFKC_03824","HGPPELBO_03816","DFEIMHLH_01662","KNJLKBEO_02087","PGKCJFEA_03847","OKDIKGGJ_04047","JJJDFGFB_04088"
"glnS","","Glutamine--tRNA ligase",580,580,1,1,318,NA,NA,"",1667,1667,1667,"IIHPGJAB_03933","IMMEOONP_03831","OHGDDBEJ_03516","OAAFEBHG_03946","NGHPPALG_03961","CDEANNNL_03463","APJAPAOH_03987","EDHNKBAJ_03335","AHAJJFKC_02397","HGPPELBO_03900","DFEIMHLH_01578","KNJLKBEO_02003","PGKCJFEA_04587","OKDIKGGJ_03963","JJJDFGFB_04172"
"group_1416","","hypothetical protein",580,580,1,1,6179,NA,NA,"",203,287,285,"IIHPGJAB_02023","IMMEOONP_01473","OHGDDBEJ_00797","OAAFEBHG_00987","NGHPPALG_02219","CDEANNNL_00125","APJAPAOH_02219","EDHNKBAJ_02879","AHAJJFKC_03976","HGPPELBO_00988","DFEIMHLH_02394","KNJLKBEO_02783","PGKCJFEA_03011","OKDIKGGJ_01279","JJJDFGFB_02216"
"group_1423","","hypothetical protein",580,580,1,1,6134,NA,NA,"",653,665,653,"IIHPGJAB_02066","IMMEOONP_01430","OHGDDBEJ_00841","OAAFEBHG_00944","NGHPPALG_02175","CDEANNNL_00168","APJAPAOH_02176","EDHNKBAJ_02922","AHAJJFKC_04520","HGPPELBO_00945","DFEIMHLH_02351","KNJLKBEO_02826","PGKCJFEA_02967","OKDIKGGJ_01322","JJJDFGFB_02173"
"miaA","","tRNA dimethylallyltransferase",580,580,1,1,6002,NA,NA,"",905,950,949,"IIHPGJAB_02188","IMMEOONP_01308","OHGDDBEJ_00963","OAAFEBHG_00822","NGHPPALG_02053","CDEANNNL_00290","APJAPAOH_02054","EDHNKBAJ_01655","AHAJJFKC_01859","HGPPELBO_00823","DFEIMHLH_02229","KNJLKBEO_03186","PGKCJFEA_04518","OKDIKGGJ_01444","JJJDFGFB_02051"
"artJ_2","","ABC transporter arginine-binding protein 1",580,580,1,1,5996,NA,NA,"",719,740,739,"IIHPGJAB_02197","IMMEOONP_01299","OHGDDBEJ_00972","OAAFEBHG_00813","NGHPPALG_02044","CDEANNNL_00299","APJAPAOH_02045","EDHNKBAJ_01646","AHAJJFKC_01868","HGPPELBO_00814","DFEIMHLH_02220","KNJLKBEO_03195","PGKCJFEA_02213","OKDIKGGJ_01453","JJJDFGFB_02042"
"mscM","","Miniconductance mechanosensitive channel MscM",580,580,1,1,5992,NA,NA,"",617,3326,3321,"IIHPGJAB_02201","IMMEOONP_01295","OHGDDBEJ_00976","OAAFEBHG_00809","NGHPPALG_02040","CDEANNNL_00303","APJAPAOH_02041","EDHNKBAJ_01642","AHAJJFKC_01872","HGPPELBO_00810","DFEIMHLH_02216","KNJLKBEO_03199","PGKCJFEA_02209","OKDIKGGJ_01457","JJJDFGFB_02038"
"group_1442","","hypothetical protein",580,580,1,1,5977,NA,NA,"",782,857,856,"IIHPGJAB_02215","IMMEOONP_01281","OHGDDBEJ_00989","OAAFEBHG_00795","NGHPPALG_02026","CDEANNNL_00317","APJAPAOH_02027","EDHNKBAJ_01628","AHAJJFKC_01886","HGPPELBO_00796","DFEIMHLH_02202","KNJLKBEO_03213","PGKCJFEA_02195","OKDIKGGJ_01471","JJJDFGFB_02024"
"groL","","60 kDa chaperonin",580,580,1,1,5975,NA,NA,"",308,1646,1643,"IIHPGJAB_02217","IMMEOONP_01279","OHGDDBEJ_00991","OAAFEBHG_00793","NGHPPALG_02024","CDEANNNL_00319","APJAPAOH_02025","EDHNKBAJ_01626","AHAJJFKC_01888","HGPPELBO_00794","DFEIMHLH_02200","KNJLKBEO_03215","PGKCJFEA_02193","OKDIKGGJ_01473","JJJDFGFB_02022"
"yjeH","","L-methionine/branched-chain amino acid exporter YjeH",580,580,1,1,5972,NA,NA,"",1241,1310,1262,"IIHPGJAB_02219","IMMEOONP_01277","OHGDDBEJ_00993","OAAFEBHG_00791","NGHPPALG_02022","CDEANNNL_00321","APJAPAOH_02023","EDHNKBAJ_01624","AHAJJFKC_01890","HGPPELBO_00792","DFEIMHLH_02198","KNJLKBEO_03217","PGKCJFEA_02191","OKDIKGGJ_01475","JJJDFGFB_02020"
"cidA","","Holin-like protein CidA",580,580,1,1,2078,NA,NA,"",263,410,409,"IIHPGJAB_02273","IMMEOONP_01223","OHGDDBEJ_01047","OAAFEBHG_00737","NGHPPALG_01967","CDEANNNL_00375","APJAPAOH_01969","EDHNKBAJ_01570","AHAJJFKC_02690","HGPPELBO_00738","DFEIMHLH_02144","KNJLKBEO_03587","PGKCJFEA_02137","OKDIKGGJ_01529","JJJDFGFB_01966"
"group_1456","","hypothetical protein",580,580,1,1,2027,NA,NA,"",245,254,245,"IIHPGJAB_02321","IMMEOONP_01175","OHGDDBEJ_01095","OAAFEBHG_00689","NGHPPALG_01919","CDEANNNL_00422","APJAPAOH_01921","EDHNKBAJ_01522","AHAJJFKC_03142","HGPPELBO_00690","DFEIMHLH_02096","KNJLKBEO_03821","PGKCJFEA_03540","OKDIKGGJ_01577","JJJDFGFB_01918"
"mshA_1","","D-inositol-3-phosphate glycosyltransferase",580,580,1,1,1891,NA,NA,"",863,1145,1136,"IIHPGJAB_02613","IMMEOONP_01914","OHGDDBEJ_01793","OAAFEBHG_01429","NGHPPALG_02440","CDEANNNL_00760","APJAPAOH_02613","EDHNKBAJ_00767","AHAJJFKC_01569","HGPPELBO_01430","DFEIMHLH_02789","KNJLKBEO_00496","PGKCJFEA_01384","OKDIKGGJ_02276","JJJDFGFB_02612"
"yiaJ","","DNA-binding transcriptional repressor YiaJ",580,580,1,1,1840,NA,NA,"",242,800,799,"IIHPGJAB_02566","IMMEOONP_01867","OHGDDBEJ_01746","OAAFEBHG_01382","NGHPPALG_02487","CDEANNNL_00713","APJAPAOH_02566","EDHNKBAJ_00720","AHAJJFKC_03274","HGPPELBO_01383","DFEIMHLH_02742","KNJLKBEO_00543","PGKCJFEA_01431","OKDIKGGJ_02229","JJJDFGFB_02565"
"group_1476","","hypothetical protein",580,580,1,1,1831,NA,NA,"",215,353,352,"IIHPGJAB_02558","IMMEOONP_01859","OHGDDBEJ_01738","OAAFEBHG_01374","NGHPPALG_02495","CDEANNNL_00705","APJAPAOH_02558","EDHNKBAJ_00712","AHAJJFKC_04214","HGPPELBO_01375","DFEIMHLH_02734","KNJLKBEO_00551","PGKCJFEA_01439","OKDIKGGJ_02221","JJJDFGFB_02557"
"group_1477","","hypothetical protein",580,580,1,1,1820,NA,NA,"",290,332,331,"IIHPGJAB_02547","IMMEOONP_01849","OHGDDBEJ_01727","OAAFEBHG_01363","NGHPPALG_02505","CDEANNNL_00695","APJAPAOH_02548","EDHNKBAJ_00701","AHAJJFKC_04203","HGPPELBO_01364","DFEIMHLH_02723","KNJLKBEO_00561","PGKCJFEA_04505","OKDIKGGJ_02210","JJJDFGFB_02546"
"group_1478","","hypothetical protein",580,580,1,1,1819,NA,NA,"",695,710,709,"IIHPGJAB_02546","IMMEOONP_01848","OHGDDBEJ_01726","OAAFEBHG_01362","NGHPPALG_02506","CDEANNNL_00694","APJAPAOH_02547","EDHNKBAJ_00700","AHAJJFKC_04202","HGPPELBO_01363","DFEIMHLH_02722","KNJLKBEO_00562","PGKCJFEA_04504","OKDIKGGJ_02209","JJJDFGFB_02545"
"group_1479","","hypothetical protein",580,580,1,1,1806,NA,NA,"",2234,2297,2243,"IIHPGJAB_02535","IMMEOONP_01837","OHGDDBEJ_01715","OAAFEBHG_01351","NGHPPALG_02517","CDEANNNL_00683","APJAPAOH_02536","EDHNKBAJ_00689","AHAJJFKC_00161","HGPPELBO_01352","DFEIMHLH_02711","KNJLKBEO_00573","PGKCJFEA_04493","OKDIKGGJ_02198","JJJDFGFB_02534"
"pucK","","Uric acid permease PucK",580,580,1,1,1799,NA,NA,"",104,1325,1322,"IIHPGJAB_02528","IMMEOONP_01830","OHGDDBEJ_01708","OAAFEBHG_01344","NGHPPALG_02524","CDEANNNL_00676","APJAPAOH_02529","EDHNKBAJ_00682","AHAJJFKC_00154","HGPPELBO_01345","DFEIMHLH_02704","KNJLKBEO_00580","PGKCJFEA_02961","OKDIKGGJ_02191","JJJDFGFB_02526"
"bcsE","","Cyclic di-GMP binding protein BcsE",580,580,1,1,1788,NA,NA,"",1445,1559,1556,"IIHPGJAB_02518","IMMEOONP_01820","OHGDDBEJ_01698","OAAFEBHG_01334","NGHPPALG_02534","CDEANNNL_00666","APJAPAOH_02519","EDHNKBAJ_00672","AHAJJFKC_00144","HGPPELBO_01335","DFEIMHLH_02694","KNJLKBEO_00590","PGKCJFEA_02951","OKDIKGGJ_02181","JJJDFGFB_02516"
"eco","","Ecotin",580,580,1,1,3744,NA,NA,"",494,506,505,"IIHPGJAB_03059","IMMEOONP_02767","OHGDDBEJ_03917","OAAFEBHG_01941","NGHPPALG_03058","CDEANNNL_02418","APJAPAOH_03058","EDHNKBAJ_03839","AHAJJFKC_04110","HGPPELBO_02283","DFEIMHLH_03235","KNJLKBEO_02540","PGKCJFEA_02036","OKDIKGGJ_02381","JJJDFGFB_02717"
"apbE","","FAD:protein FMN transferase",580,580,1,1,3748,NA,NA,"",575,1052,1051,"IIHPGJAB_03055","IMMEOONP_02763","OHGDDBEJ_03921","OAAFEBHG_01945","NGHPPALG_03054","CDEANNNL_02414","APJAPAOH_03054","EDHNKBAJ_03843","AHAJJFKC_04114","HGPPELBO_02279","DFEIMHLH_03231","KNJLKBEO_02536","PGKCJFEA_02040","OKDIKGGJ_02385","JJJDFGFB_02721"
"nuoG","","NADH-quinone oxidoreductase subunit G",580,580,1,1,3878,NA,NA,"",794,2726,2722,"IIHPGJAB_02999","IMMEOONP_02707","OHGDDBEJ_03977","OAAFEBHG_02001","NGHPPALG_02998","CDEANNNL_02358","APJAPAOH_02998","EDHNKBAJ_03899","AHAJJFKC_00519","HGPPELBO_02223","DFEIMHLH_03175","KNJLKBEO_02480","PGKCJFEA_02096","OKDIKGGJ_02441","JJJDFGFB_02777"
"hisM","","Histidine transport system permease protein HisM",580,580,1,1,3909,NA,NA,"",647,707,706,"IIHPGJAB_02971","IMMEOONP_02678","OHGDDBEJ_04315","OAAFEBHG_02029","NGHPPALG_02970","CDEANNNL_02330","APJAPAOH_02970","EDHNKBAJ_02373","AHAJJFKC_00491","HGPPELBO_02195","DFEIMHLH_03147","KNJLKBEO_02452","PGKCJFEA_02124","OKDIKGGJ_02469","JJJDFGFB_02805"
"group_1512","","hypothetical protein",580,580,1,1,3991,NA,NA,"",554,761,760,"IIHPGJAB_02891","IMMEOONP_02598","OHGDDBEJ_02970","OAAFEBHG_02109","NGHPPALG_02890","CDEANNNL_02250","APJAPAOH_02891","EDHNKBAJ_02293","AHAJJFKC_01673","HGPPELBO_02115","DFEIMHLH_03067","KNJLKBEO_01835","PGKCJFEA_01452","OKDIKGGJ_02549","JJJDFGFB_02885"
"dnaC_1","","DNA replication protein DnaC",580,580,1,1,4424,NA,NA,"",434,749,748,"IIHPGJAB_01688","IMMEOONP_00943","OHGDDBEJ_02048","OAAFEBHG_04674","NGHPPALG_01687","CDEANNNL_00996","APJAPAOH_01625","EDHNKBAJ_01343","AHAJJFKC_01362","HGPPELBO_03561","DFEIMHLH_04314","KNJLKBEO_00905","PGKCJFEA_04669","OKDIKGGJ_00879","JJJDFGFB_01686"
"group_1540","","hypothetical protein",580,580,1,1,4415,NA,NA,"",239,239,239,"IIHPGJAB_01697","IMMEOONP_00952","OHGDDBEJ_02057","OAAFEBHG_04372","NGHPPALG_01696","CDEANNNL_00987","APJAPAOH_01616","EDHNKBAJ_01334","AHAJJFKC_01353","HGPPELBO_03570","DFEIMHLH_03247","KNJLKBEO_00896","PGKCJFEA_03377","OKDIKGGJ_00870","JJJDFGFB_01695"
"group_1543","","hypothetical protein",580,580,1,1,4394,NA,NA,"",689,776,775,"IIHPGJAB_01714","IMMEOONP_00969","OHGDDBEJ_02074","OAAFEBHG_04389","NGHPPALG_01713","CDEANNNL_00970","APJAPAOH_01599","EDHNKBAJ_01317","AHAJJFKC_03401","HGPPELBO_03762","DFEIMHLH_03265","KNJLKBEO_00879","PGKCJFEA_03360","OKDIKGGJ_00853","JJJDFGFB_01712"
"ycaO","","Ribosomal protein S12 methylthiotransferase accessory factor YcaO",580,580,1,1,4377,NA,NA,"",1760,1835,1834,"IIHPGJAB_01729","IMMEOONP_00984","OHGDDBEJ_02089","OAAFEBHG_04404","NGHPPALG_01728","CDEANNNL_00955","APJAPAOH_01584","EDHNKBAJ_01302","AHAJJFKC_03416","HGPPELBO_03747","DFEIMHLH_03280","KNJLKBEO_00864","PGKCJFEA_03344","OKDIKGGJ_00838","JJJDFGFB_01727"
"glnH","","Glutamine-binding periplasmic protein",580,580,1,1,4258,NA,NA,"",740,746,745,"IIHPGJAB_01837","IMMEOONP_01092","OHGDDBEJ_04212","OAAFEBHG_03407","NGHPPALG_01836","CDEANNNL_04326","APJAPAOH_01476","EDHNKBAJ_04124","AHAJJFKC_01962","HGPPELBO_03639","DFEIMHLH_03388","KNJLKBEO_03674","PGKCJFEA_01516","OKDIKGGJ_00730","JJJDFGFB_01835"
"cbiA","","Cobyrinate a,c-diamide synthase",580,580,1,1,5695,NA,NA,"",1238,1379,1378,"IIHPGJAB_03607","IMMEOONP_03653","OHGDDBEJ_03697","OAAFEBHG_02750","NGHPPALG_03604","CDEANNNL_03189","APJAPAOH_03456","EDHNKBAJ_04410","AHAJJFKC_03576","HGPPELBO_03168","DFEIMHLH_03979","KNJLKBEO_04177","PGKCJFEA_03973","OKDIKGGJ_03494","JJJDFGFB_03605"
"pduF","","Propanediol diffusion facilitator",580,580,1,1,5701,NA,NA,"",794,1148,794,"IIHPGJAB_03604","IMMEOONP_03650","OHGDDBEJ_03694","OAAFEBHG_02753","NGHPPALG_03601","CDEANNNL_03192","APJAPAOH_03459","EDHNKBAJ_04407","AHAJJFKC_03742","HGPPELBO_03165","DFEIMHLH_03976","KNJLKBEO_04174","PGKCJFEA_03976","OKDIKGGJ_03497","JJJDFGFB_03602"
"cmpR","","HTH-type transcriptional activator CmpR",580,580,1,1,5927,NA,NA,"",788,863,862,"IIHPGJAB_03435","IMMEOONP_03481","OHGDDBEJ_03236","OAAFEBHG_02922","NGHPPALG_03432","CDEANNNL_03361","APJAPAOH_03628","EDHNKBAJ_02429","AHAJJFKC_00199","HGPPELBO_02996","DFEIMHLH_04487","KNJLKBEO_03765","PGKCJFEA_01079","OKDIKGGJ_03666","JJJDFGFB_03433"
"yeiP","","Elongation factor P-like protein",580,580,1,1,5939,NA,NA,"",320,572,571,"IIHPGJAB_03424","IMMEOONP_03471","OHGDDBEJ_03226","OAAFEBHG_02932","NGHPPALG_03422","CDEANNNL_03370","APJAPAOH_03637","EDHNKBAJ_02419","AHAJJFKC_00189","HGPPELBO_02986","DFEIMHLH_04497","KNJLKBEO_03774","PGKCJFEA_01089","OKDIKGGJ_03675","JJJDFGFB_03423"
"ybbH","","putative HTH-type transcriptional regulator YbbH",580,580,1,1,4549,NA,NA,"",650,881,880,"IIHPGJAB_01575","IMMEOONP_00831","OHGDDBEJ_01935","OAAFEBHG_03316","NGHPPALG_01575","CDEANNNL_01108","APJAPAOH_01737","EDHNKBAJ_01455","AHAJJFKC_03389","HGPPELBO_03449","DFEIMHLH_03674","KNJLKBEO_01018","PGKCJFEA_01739","OKDIKGGJ_00992","JJJDFGFB_01574"
"otsB","","Trehalose-6-phosphate phosphatase",580,580,1,1,4661,NA,NA,"",803,902,901,"IIHPGJAB_01468","IMMEOONP_00725","OHGDDBEJ_03847","OAAFEBHG_03210","NGHPPALG_01469","CDEANNNL_01215","APJAPAOH_01843","EDHNKBAJ_00436","AHAJJFKC_04584","HGPPELBO_03343","DFEIMHLH_03780","KNJLKBEO_03374","PGKCJFEA_01649","OKDIKGGJ_01098","JJJDFGFB_01468"
"cheA","","Chemotaxis protein CheA",580,580,1,1,4668,NA,NA,"",1190,2015,2013,"IIHPGJAB_01461","IMMEOONP_00718","OHGDDBEJ_03840","OAAFEBHG_03203","NGHPPALG_01462","CDEANNNL_01222","APJAPAOH_01850","EDHNKBAJ_00429","AHAJJFKC_03442","HGPPELBO_03336","DFEIMHLH_03787","KNJLKBEO_03367","PGKCJFEA_01656","OKDIKGGJ_01105","JJJDFGFB_01461"
"mrdA_1","","Peptidoglycan D,D-transpeptidase MrdA",580,580,1,1,4679,NA,NA,"",491,1871,1868,"IIHPGJAB_01450","IMMEOONP_00707","OHGDDBEJ_03829","OAAFEBHG_03192","NGHPPALG_01451","CDEANNNL_01233","APJAPAOH_01861","EDHNKBAJ_00418","AHAJJFKC_03431","HGPPELBO_03325","DFEIMHLH_03798","KNJLKBEO_03356","PGKCJFEA_01667","OKDIKGGJ_01116","JJJDFGFB_01450"
"cutC_1","","Copper homeostasis protein CutC",580,580,1,1,4682,NA,NA,"",263,746,745,"IIHPGJAB_01447","IMMEOONP_00704","OHGDDBEJ_03826","OAAFEBHG_03189","NGHPPALG_01448","CDEANNNL_01236","APJAPAOH_01864","EDHNKBAJ_00415","AHAJJFKC_03428","HGPPELBO_03322","DFEIMHLH_03801","KNJLKBEO_03353","PGKCJFEA_01670","OKDIKGGJ_01119","JJJDFGFB_01447"
"aspS","","Aspartate--tRNA ligase",580,580,1,1,4688,NA,NA,"",311,1772,1769,"IIHPGJAB_01441","IMMEOONP_00698","OHGDDBEJ_03820","OAAFEBHG_03183","NGHPPALG_01442","CDEANNNL_01242","APJAPAOH_01870","EDHNKBAJ_00409","AHAJJFKC_03422","HGPPELBO_03316","DFEIMHLH_03807","KNJLKBEO_03347","PGKCJFEA_01676","OKDIKGGJ_01125","JJJDFGFB_01441"
"zwf","","Glucose-6-phosphate 1-dehydrogenase",580,580,1,1,4706,NA,NA,"",191,1475,1472,"IIHPGJAB_01425","IMMEOONP_00682","OHGDDBEJ_03804","OAAFEBHG_03167","NGHPPALG_01426","CDEANNNL_01258","APJAPAOH_01886","EDHNKBAJ_00393","AHAJJFKC_03156","HGPPELBO_03300","DFEIMHLH_03823","KNJLKBEO_03331","PGKCJFEA_01692","OKDIKGGJ_01141","JJJDFGFB_01425"
"cptA","","Phosphoethanolamine transferase CptA",580,580,1,1,2158,NA,NA,"",1436,1733,1732,"IIHPGJAB_04074","IMMEOONP_04168","OHGDDBEJ_03486","OAAFEBHG_03693","NGHPPALG_04220","CDEANNNL_04061","APJAPAOH_04067","EDHNKBAJ_03076","AHAJJFKC_00996","HGPPELBO_04237","DFEIMHLH_04012","KNJLKBEO_02396","PGKCJFEA_01936","OKDIKGGJ_04104","JJJDFGFB_04036"
"gldA_2","","Glycerol dehydrogenase",580,580,1,1,2168,NA,NA,"",536,1103,1102,"IIHPGJAB_04083","IMMEOONP_04159","OHGDDBEJ_03477","OAAFEBHG_03702","NGHPPALG_04211","CDEANNNL_04052","APJAPAOH_04076","EDHNKBAJ_03085","AHAJJFKC_00987","HGPPELBO_04228","DFEIMHLH_04022","KNJLKBEO_02387","PGKCJFEA_01945","OKDIKGGJ_04113","JJJDFGFB_04027"
"ftsN","","Cell division protein FtsN",580,580,1,1,2188,NA,NA,"",863,881,880,"IIHPGJAB_04103","IMMEOONP_04139","OHGDDBEJ_03457","OAAFEBHG_03722","NGHPPALG_04191","CDEANNNL_04032","APJAPAOH_04096","EDHNKBAJ_03105","AHAJJFKC_00967","HGPPELBO_04208","DFEIMHLH_04042","KNJLKBEO_02367","PGKCJFEA_01965","OKDIKGGJ_04133","JJJDFGFB_04007"
"group_165","","hypothetical protein",580,580,1,1,668,NA,NA,"",548,1511,1502,"IIHPGJAB_03259","IMMEOONP_02914","OHGDDBEJ_02651","OAAFEBHG_03511","NGHPPALG_03258","CDEANNNL_02617","APJAPAOH_03257","EDHNKBAJ_02718","AHAJJFKC_00591","HGPPELBO_02430","DFEIMHLH_01884","KNJLKBEO_01202","PGKCJFEA_00178","OKDIKGGJ_02870","JJJDFGFB_03259"
"clcD","","Carboxymethylenebutenolidase",580,580,1,1,3293,NA,NA,"",689,755,692,"IIHPGJAB_04272","IMMEOONP_04248","OHGDDBEJ_04065","OAAFEBHG_04107","NGHPPALG_04300","CDEANNNL_04141","APJAPAOH_04264","EDHNKBAJ_03811","AHAJJFKC_03254","HGPPELBO_04269","DFEIMHLH_04211","KNJLKBEO_04311","PGKCJFEA_03641","OKDIKGGJ_04302","JJJDFGFB_04192"
"mnmG","","tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG",580,580,1,1,1376,NA,NA,"",518,1889,1886,"IIHPGJAB_04343","IMMEOONP_04282","OHGDDBEJ_04099","OAAFEBHG_04226","NGHPPALG_04334","CDEANNNL_04212","APJAPAOH_04298","EDHNKBAJ_03920","AHAJJFKC_01645","HGPPELBO_04351","DFEIMHLH_04373","KNJLKBEO_03650","PGKCJFEA_02682","OKDIKGGJ_04373","JJJDFGFB_04274"
"fepE","","Ferric enterobactin transport protein FepE",580,580,1,1,422,NA,NA,"",581,1136,1129,"IIHPGJAB_04033","IMMEOONP_03731","OHGDDBEJ_03616","OAAFEBHG_03846","NGHPPALG_04061","CDEANNNL_03563","APJAPAOH_03887","EDHNKBAJ_03235","AHAJJFKC_03808","HGPPELBO_03800","DFEIMHLH_01678","KNJLKBEO_02103","PGKCJFEA_03863","OKDIKGGJ_04063","JJJDFGFB_04072"
"group_1697","","hypothetical protein",580,580,1,1,3670,NA,NA,"",728,1130,1129,"IIHPGJAB_04467","IMMEOONP_04487","OHGDDBEJ_04362","OAAFEBHG_04562","NGHPPALG_04561","CDEANNNL_04548","APJAPAOH_04453","EDHNKBAJ_04255","AHAJJFKC_03187","HGPPELBO_04604","DFEIMHLH_04605","KNJLKBEO_04091","PGKCJFEA_03949","OKDIKGGJ_04484","JJJDFGFB_04448"
"group_1698","","hypothetical protein",580,580,1,1,3660,NA,NA,"",278,335,334,"IIHPGJAB_04477","IMMEOONP_04477","OHGDDBEJ_04352","OAAFEBHG_04572","NGHPPALG_04551","CDEANNNL_04538","APJAPAOH_04463","EDHNKBAJ_04265","AHAJJFKC_03634","HGPPELBO_04614","DFEIMHLH_04595","KNJLKBEO_04101","PGKCJFEA_03939","OKDIKGGJ_04474","JJJDFGFB_04458"
"group_1699","","hypothetical protein",580,580,1,1,3658,NA,NA,"",338,500,499,"IIHPGJAB_04479","IMMEOONP_04475","OHGDDBEJ_04350","OAAFEBHG_04574","NGHPPALG_04549","CDEANNNL_04536","APJAPAOH_04465","EDHNKBAJ_04267","AHAJJFKC_03632","HGPPELBO_04616","DFEIMHLH_04593","KNJLKBEO_04103","PGKCJFEA_03937","OKDIKGGJ_04472","JJJDFGFB_04460"
"rpoC","","DNA-directed RNA polymerase subunit beta'",580,580,1,1,1542,NA,NA,"",1799,4223,4218,"IIHPGJAB_04514","IMMEOONP_04561","OHGDDBEJ_04508","OAAFEBHG_04616","NGHPPALG_04581","CDEANNNL_04627","APJAPAOH_04557","EDHNKBAJ_04466","AHAJJFKC_04333","HGPPELBO_04665","DFEIMHLH_04639","KNJLKBEO_04623","PGKCJFEA_04182","OKDIKGGJ_04564","JJJDFGFB_04509"
"rplJ","","50S ribosomal protein L10",580,580,1,1,1546,NA,NA,"",497,533,497,"IIHPGJAB_04511","IMMEOONP_04558","OHGDDBEJ_04505","OAAFEBHG_04613","NGHPPALG_04578","CDEANNNL_04630","APJAPAOH_04560","EDHNKBAJ_04463","AHAJJFKC_04336","HGPPELBO_04668","DFEIMHLH_04642","KNJLKBEO_04620","PGKCJFEA_04179","OKDIKGGJ_04567","JJJDFGFB_04512"
"bfr","","Bacterioferritin",580,580,1,1,1603,NA,NA,"",119,476,475,"IIHPGJAB_04537","IMMEOONP_01642","OHGDDBEJ_04531","OAAFEBHG_01156","NGHPPALG_04647","CDEANNNL_00488","APJAPAOH_04609","EDHNKBAJ_04563","AHAJJFKC_03669","HGPPELBO_01157","DFEIMHLH_04726","KNJLKBEO_04424","PGKCJFEA_04366","OKDIKGGJ_04616","JJJDFGFB_04594"
"rplO","","50S ribosomal protein L15",580,580,1,1,1581,NA,NA,"",272,434,433,"IIHPGJAB_04559","IMMEOONP_01620","OHGDDBEJ_04553","OAAFEBHG_01134","NGHPPALG_04625","CDEANNNL_00466","APJAPAOH_04587","EDHNKBAJ_04541","AHAJJFKC_03691","HGPPELBO_01135","DFEIMHLH_04704","KNJLKBEO_04446","PGKCJFEA_04344","OKDIKGGJ_04594","JJJDFGFB_04572"
"smg","","Protein Smg",580,580,1,1,1563,NA,NA,"",473,578,473,"IIHPGJAB_04576","IMMEOONP_01603","OHGDDBEJ_04570","OAAFEBHG_01117","NGHPPALG_04608","CDEANNNL_00449","APJAPAOH_04570","EDHNKBAJ_04524","AHAJJFKC_03708","HGPPELBO_01118","DFEIMHLH_04687","KNJLKBEO_04463","PGKCJFEA_04327","OKDIKGGJ_04577","JJJDFGFB_04555"
"ubiD","","3-octaprenyl-4-hydroxybenzoate carboxy-lyase",580,580,1,1,3282,NA,NA,"",635,1508,1476,"IIHPGJAB_04283","IMMEOONP_04259","OHGDDBEJ_04076","OAAFEBHG_04096","NGHPPALG_04311","CDEANNNL_04152","APJAPAOH_04275","EDHNKBAJ_03822","AHAJJFKC_03243","HGPPELBO_04258","DFEIMHLH_04222","KNJLKBEO_04322","PGKCJFEA_03652","OKDIKGGJ_04313","JJJDFGFB_04181"
