"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR9016885","SRR14766373","SRR1363292","SRR3037518","SRR5877168","SRR3000887","SRR3037434","SRR3000888","SRR1300738","SRR9016907","SRR14766363","SRR14766398","SRR14766349","NDSU6","NDSU13"
"cpxA","","Sensor histidine kinase CpxA",581,581,1,1,2277,NA,NA,"",1373,1373,1373,"OMEBOICM_01935","OCHGHCBG_04227","HECGGPDK_03733","OIEPJHKP_03639","ABGDGJIO_04202","HEJLPIII_03912","ENBCENPF_03696","HAJGLMEJ_02219","BGBDHPIL_02735","BONMBINM_04198","HDHIBFGB_03235","POCPDFCE_01204","FMNDBGIB_03254","LBKLGAEM_04077","GBFFMACB_02424"
"aroG","","Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive",581,581,1,1,260,NA,NA,"",1052,1052,1052,"OMEBOICM_04475","OCHGHCBG_03970","HECGGPDK_03196","OIEPJHKP_04428","ABGDGJIO_03807","HEJLPIII_03453","ENBCENPF_04384","HAJGLMEJ_04302","BGBDHPIL_03924","BONMBINM_03069","HDHIBFGB_03962","POCPDFCE_03882","FMNDBGIB_04381","LBKLGAEM_03812","GBFFMACB_00007"
"hyaB_2","","Hydrogenase-1 large chain",581,581,1,1,4809,NA,NA,"",1793,1793,1793,"OMEBOICM_03675","OCHGHCBG_02997","HECGGPDK_00651","OIEPJHKP_01608","ABGDGJIO_02333","HEJLPIII_00529","ENBCENPF_01167","HAJGLMEJ_03899","BGBDHPIL_01352","BONMBINM_02490","HDHIBFGB_00680","POCPDFCE_01116","FMNDBGIB_03450","LBKLGAEM_01238","GBFFMACB_01512"
"cbiE","","Cobalt-precorrin-7 C(5)-methyltransferase",581,581,1,1,5691,NA,NA,"",605,605,605,"OMEBOICM_04161","OCHGHCBG_01124","HECGGPDK_03963","OIEPJHKP_02834","ABGDGJIO_03590","HEJLPIII_03150","ENBCENPF_03354","HAJGLMEJ_03945","BGBDHPIL_04627","BONMBINM_01378","HDHIBFGB_01859","POCPDFCE_02678","FMNDBGIB_03691","LBKLGAEM_03386","GBFFMACB_03875"
"dmlR_3","","HTH-type transcriptional regulator DmlR",581,581,1,1,1772,NA,NA,"",899,899,899,"OMEBOICM_00569","OCHGHCBG_02471","HECGGPDK_02055","OIEPJHKP_02135","ABGDGJIO_01804","HEJLPIII_01010","ENBCENPF_01695","HAJGLMEJ_00573","BGBDHPIL_01095","BONMBINM_00208","HDHIBFGB_02057","POCPDFCE_00103","FMNDBGIB_00160","LBKLGAEM_02289","GBFFMACB_01756"
"carB","","Carbamoyl-phosphate synthase large chain",581,581,1,1,2530,NA,NA,"",3227,3227,3227,"OMEBOICM_04050","OCHGHCBG_03953","HECGGPDK_03536","OIEPJHKP_03171","ABGDGJIO_04124","HEJLPIII_03262","ENBCENPF_03215","HAJGLMEJ_03261","BGBDHPIL_03368","BONMBINM_02761","HDHIBFGB_02103","POCPDFCE_01961","FMNDBGIB_03621","LBKLGAEM_03587","GBFFMACB_04198"
"chbR","","HTH-type transcriptional regulator ChbR",581,581,1,1,5331,NA,NA,"",839,839,839,"OMEBOICM_01065","OCHGHCBG_00816","HECGGPDK_00181","OIEPJHKP_03548","ABGDGJIO_03284","HEJLPIII_02790","ENBCENPF_02377","HAJGLMEJ_03138","BGBDHPIL_00194","BONMBINM_00881","HDHIBFGB_01203","POCPDFCE_00853","FMNDBGIB_01240","LBKLGAEM_03613","GBFFMACB_02748"
"oprM","","Outer membrane protein OprM",581,581,1,1,777,NA,NA,"",1457,1457,1457,"OMEBOICM_00229","OCHGHCBG_03539","HECGGPDK_02863","OIEPJHKP_02523","ABGDGJIO_03036","HEJLPIII_02368","ENBCENPF_02085","HAJGLMEJ_01246","BGBDHPIL_00744","BONMBINM_03312","HDHIBFGB_03334","POCPDFCE_01729","FMNDBGIB_00876","LBKLGAEM_03074","GBFFMACB_00467"
"casC","","CRISPR system Cascade subunit CasC",581,581,1,1,2972,NA,NA,"",1058,1058,1058,"OMEBOICM_02148","OCHGHCBG_00250","HECGGPDK_01153","OIEPJHKP_00419","ABGDGJIO_00419","HEJLPIII_02020","ENBCENPF_00419","HAJGLMEJ_01565","BGBDHPIL_02169","BONMBINM_01686","HDHIBFGB_01398","POCPDFCE_01788","FMNDBGIB_01818","LBKLGAEM_00250","GBFFMACB_02174"
"group_654","","hypothetical protein",581,581,1,1,4849,NA,NA,"",632,686,647,"OMEBOICM_01748","OCHGHCBG_02958","HECGGPDK_00612","OIEPJHKP_01647","ABGDGJIO_02294","HEJLPIII_00568","ENBCENPF_01207","HAJGLMEJ_02811","BGBDHPIL_01391","BONMBINM_02529","HDHIBFGB_00641","POCPDFCE_03500","FMNDBGIB_01504","LBKLGAEM_01277","GBFFMACB_01473"
"pduW","","putative propionate kinase",581,581,1,1,5721,NA,NA,"",1199,1199,1199,"OMEBOICM_04423","OCHGHCBG_01151","HECGGPDK_03989","OIEPJHKP_02807","ABGDGJIO_03617","HEJLPIII_03123","ENBCENPF_03327","HAJGLMEJ_03972","BGBDHPIL_01806","BONMBINM_01405","HDHIBFGB_01832","POCPDFCE_03197","FMNDBGIB_03718","LBKLGAEM_03359","GBFFMACB_03902"
"ispE","","4-diphosphocytidyl-2-C-methyl-D-erythritol kinase",581,581,1,1,4820,NA,NA,"",851,851,851,"OMEBOICM_01718","OCHGHCBG_02988","HECGGPDK_00642","OIEPJHKP_01617","ABGDGJIO_02324","HEJLPIII_00538","ENBCENPF_01177","HAJGLMEJ_02841","BGBDHPIL_01361","BONMBINM_02499","HDHIBFGB_00671","POCPDFCE_03416","FMNDBGIB_01534","LBKLGAEM_01247","GBFFMACB_01503"
"lysP","","Lysine-specific permease",581,581,1,1,5926,NA,NA,"",1469,1469,1469,"OMEBOICM_01595","OCHGHCBG_01299","HECGGPDK_03409","OIEPJHKP_02659","ABGDGJIO_03765","HEJLPIII_02975","ENBCENPF_04168","HAJGLMEJ_02036","BGBDHPIL_01954","BONMBINM_01553","HDHIBFGB_01684","POCPDFCE_03301","FMNDBGIB_02967","LBKLGAEM_03211","GBFFMACB_02955"
"eutQ","","Ethanolamine utilization protein EutQ",581,581,1,1,4036,NA,NA,"",689,689,689,"OMEBOICM_01248","OCHGHCBG_03217","HECGGPDK_02626","OIEPJHKP_03151","ABGDGJIO_02638","HEJLPIII_01352","ENBCENPF_02894","HAJGLMEJ_00880","BGBDHPIL_01267","BONMBINM_01208","HDHIBFGB_00137","POCPDFCE_01353","FMNDBGIB_00359","LBKLGAEM_02586","GBFFMACB_01101"
"secB","","Protein-export protein SecB",581,581,1,1,1876,NA,NA,"",467,467,467,"OMEBOICM_03294","OCHGHCBG_02567","HECGGPDK_02151","OIEPJHKP_02039","ABGDGJIO_01708","HEJLPIII_01106","ENBCENPF_01599","HAJGLMEJ_00477","BGBDHPIL_02420","BONMBINM_00304","HDHIBFGB_02805","POCPDFCE_02727","FMNDBGIB_00256","LBKLGAEM_02193","GBFFMACB_02582"
"yihQ","","Sulfoquinovosidase",581,581,1,1,2233,NA,NA,"",2036,2036,2036,"OMEBOICM_01893","OCHGHCBG_04185","HECGGPDK_03691","OIEPJHKP_03681","ABGDGJIO_04160","HEJLPIII_03954","ENBCENPF_03738","HAJGLMEJ_02177","BGBDHPIL_02693","BONMBINM_04287","HDHIBFGB_04031","POCPDFCE_01823","FMNDBGIB_03382","LBKLGAEM_04119","GBFFMACB_04524"
"mnmE","","tRNA modification GTPase MnmE",581,581,1,1,1406,NA,NA,"",1403,1403,1403,"OMEBOICM_03412","OCHGHCBG_04400","HECGGPDK_04043","OIEPJHKP_04216","ABGDGJIO_04387","HEJLPIII_04218","ENBCENPF_04247","HAJGLMEJ_03560","BGBDHPIL_03668","BONMBINM_04052","HDHIBFGB_03492","POCPDFCE_00641","FMNDBGIB_02831","LBKLGAEM_04276","GBFFMACB_03117"
"group_6547","","hypothetical protein",581,581,1,1,4028,NA,NA,"",1226,1226,1226,"OMEBOICM_01256","OCHGHCBG_03225","HECGGPDK_02618","OIEPJHKP_03143","ABGDGJIO_02630","HEJLPIII_01360","ENBCENPF_02886","HAJGLMEJ_00872","BGBDHPIL_01275","BONMBINM_01200","HDHIBFGB_00145","POCPDFCE_01361","FMNDBGIB_00367","LBKLGAEM_02594","GBFFMACB_01109"
"group_6548","","IS3 family transposase IS1351",581,581,1,1,3094,NA,NA,"",623,623,623,"OMEBOICM_02446","OCHGHCBG_00077","HECGGPDK_01325","OIEPJHKP_00592","ABGDGJIO_00592","HEJLPIII_02192","ENBCENPF_00592","HAJGLMEJ_01738","BGBDHPIL_01997","BONMBINM_03412","HDHIBFGB_01571","POCPDFCE_03007","FMNDBGIB_01763","LBKLGAEM_00077","GBFFMACB_04788"
"astA","","Arginine N-succinyltransferase",581,581,1,1,5343,NA,NA,"",1034,1034,1034,"OMEBOICM_01053","OCHGHCBG_00828","HECGGPDK_00169","OIEPJHKP_03536","ABGDGJIO_03296","HEJLPIII_02778","ENBCENPF_02365","HAJGLMEJ_03150","BGBDHPIL_00182","BONMBINM_00893","HDHIBFGB_01215","POCPDFCE_00865","FMNDBGIB_01228","LBKLGAEM_03625","GBFFMACB_03466"
"cdaR_1","","Carbohydrate diacid regulator",581,581,1,1,4169,NA,NA,"",1181,1181,1181,"OMEBOICM_01223","OCHGHCBG_03192","HECGGPDK_02651","OIEPJHKP_01223","ABGDGJIO_02663","HEJLPIII_01327","ENBCENPF_02919","HAJGLMEJ_00905","BGBDHPIL_01242","BONMBINM_01233","HDHIBFGB_00112","POCPDFCE_00742","FMNDBGIB_00334","LBKLGAEM_02561","GBFFMACB_01076"
"ilvD_1","","Dihydroxy-acid dehydratase",581,581,1,1,1694,NA,NA,"",1715,1715,1715,"OMEBOICM_00645","OCHGHCBG_02395","HECGGPDK_01979","OIEPJHKP_02210","ABGDGJIO_01880","HEJLPIII_00935","ENBCENPF_01771","HAJGLMEJ_00649","BGBDHPIL_01019","BONMBINM_00132","HDHIBFGB_01981","POCPDFCE_00027","FMNDBGIB_00085","LBKLGAEM_02365","GBFFMACB_01680"
"thrA","","Bifunctional aspartokinase/homoserine dehydrogenase 1",581,581,1,1,62,NA,NA,"",2462,2462,2462,"OMEBOICM_02326","OCHGHCBG_01874","HECGGPDK_01793","OIEPJHKP_00723","ABGDGJIO_01210","HEJLPIII_00390","ENBCENPF_03504","HAJGLMEJ_02641","BGBDHPIL_02304","BONMBINM_02696","HDHIBFGB_01002","POCPDFCE_03966","FMNDBGIB_02108","LBKLGAEM_02029","GBFFMACB_04392"
"rplD","","50S ribosomal protein L4",581,581,1,1,1599,NA,NA,"",605,605,605,"OMEBOICM_00736","OCHGHCBG_02304","HECGGPDK_01888","OIEPJHKP_04636","ABGDGJIO_01971","HEJLPIII_04453","ENBCENPF_04578","HAJGLMEJ_04446","BGBDHPIL_00928","BONMBINM_00041","HDHIBFGB_04500","POCPDFCE_03055","FMNDBGIB_04214","LBKLGAEM_04651","GBFFMACB_04344"
"yfiH","","Polyphenol oxidase",581,581,1,1,3008,NA,NA,"",731,731,731,"OMEBOICM_02521","OCHGHCBG_00002","HECGGPDK_01400","OIEPJHKP_00667","ABGDGJIO_00667","HEJLPIII_02267","ENBCENPF_00667","HAJGLMEJ_01813","BGBDHPIL_04098","BONMBINM_03337","HDHIBFGB_01646","POCPDFCE_03121","FMNDBGIB_01688","LBKLGAEM_00002","GBFFMACB_03228"
"livH","","High-affinity branched-chain amino acid transport system permease protein LivH",581,581,1,1,1727,NA,NA,"",926,926,926,"OMEBOICM_00613","OCHGHCBG_02427","HECGGPDK_02011","OIEPJHKP_02179","ABGDGJIO_01848","HEJLPIII_00966","ENBCENPF_01739","HAJGLMEJ_00617","BGBDHPIL_01051","BONMBINM_00164","HDHIBFGB_02013","POCPDFCE_00059","FMNDBGIB_00116","LBKLGAEM_02333","GBFFMACB_01712"
"gatA","","PTS system galactitol-specific EIIA component",581,581,1,1,2642,NA,NA,"",464,464,464,"OMEBOICM_03032","OCHGHCBG_00573","HECGGPDK_00830","OIEPJHKP_00096","ABGDGJIO_00096","HEJLPIII_03737","ENBCENPF_00096","HAJGLMEJ_00319","BGBDHPIL_00549","BONMBINM_00508","HDHIBFGB_02648","POCPDFCE_00333","FMNDBGIB_02462","LBKLGAEM_00573","GBFFMACB_00637"
"btsR","","Transcriptional regulatory protein BtsR",581,581,1,1,5883,NA,NA,"",719,719,719,"OMEBOICM_01638","OCHGHCBG_01256","HECGGPDK_03452","OIEPJHKP_02702","ABGDGJIO_03722","HEJLPIII_03018","ENBCENPF_04125","HAJGLMEJ_02079","BGBDHPIL_01911","BONMBINM_01510","HDHIBFGB_01727","POCPDFCE_02816","FMNDBGIB_02295","LBKLGAEM_03254","GBFFMACB_02998"
"mrcA","","Penicillin-binding protein 1A",581,581,1,1,1653,NA,NA,"",2552,2552,2552,"OMEBOICM_00683","OCHGHCBG_02357","HECGGPDK_01941","OIEPJHKP_02248","ABGDGJIO_01918","HEJLPIII_00897","ENBCENPF_01809","HAJGLMEJ_00687","BGBDHPIL_00981","BONMBINM_00094","HDHIBFGB_01943","POCPDFCE_02944","FMNDBGIB_00047","LBKLGAEM_02403","GBFFMACB_01642"
"bioC","","Malonyl-[acyl-carrier protein] O-methyltransferase",581,581,1,1,4224,NA,NA,"",755,755,755,"OMEBOICM_03578","OCHGHCBG_01791","HECGGPDK_03344","OIEPJHKP_04379","ABGDGJIO_00697","HEJLPIII_01901","ENBCENPF_04298","HAJGLMEJ_03803","BGBDHPIL_04181","BONMBINM_04103","HDHIBFGB_03557","POCPDFCE_02223","FMNDBGIB_03728","LBKLGAEM_00697","GBFFMACB_03188"
"yfgD","","putative protein YfgD",581,581,1,1,4166,NA,NA,"",359,359,359,"OMEBOICM_01220","OCHGHCBG_03189","HECGGPDK_02654","OIEPJHKP_01220","ABGDGJIO_02666","HEJLPIII_01324","ENBCENPF_02922","HAJGLMEJ_00908","BGBDHPIL_01239","BONMBINM_01236","HDHIBFGB_00109","POCPDFCE_00745","FMNDBGIB_00331","LBKLGAEM_02558","GBFFMACB_01073"
"recG","","ATP-dependent DNA helicase RecG",581,581,1,1,1924,NA,NA,"",2081,2081,2081,"OMEBOICM_04187","OCHGHCBG_02611","HECGGPDK_02195","OIEPJHKP_01995","ABGDGJIO_01664","HEJLPIII_01150","ENBCENPF_01555","HAJGLMEJ_00433","BGBDHPIL_02464","BONMBINM_00348","HDHIBFGB_02849","POCPDFCE_02770","FMNDBGIB_00300","LBKLGAEM_02149","GBFFMACB_02626"
"group_6562","","hypothetical protein",581,581,1,1,5908,NA,NA,"",719,719,719,"OMEBOICM_01613","OCHGHCBG_01281","HECGGPDK_03427","OIEPJHKP_02677","ABGDGJIO_03747","HEJLPIII_02993","ENBCENPF_04150","HAJGLMEJ_02054","BGBDHPIL_01936","BONMBINM_01535","HDHIBFGB_01702","POCPDFCE_02791","FMNDBGIB_02985","LBKLGAEM_03229","GBFFMACB_02973"
"betB","","NAD/NADP-dependent betaine aldehyde dehydrogenase",581,581,1,1,4518,NA,NA,"",1466,1466,1466,"OMEBOICM_02550","OCHGHCBG_01522","HECGGPDK_02401","OIEPJHKP_01465","ABGDGJIO_00967","HEJLPIII_01632","ENBCENPF_00856","HAJGLMEJ_01524","BGBDHPIL_03230","BONMBINM_03505","HDHIBFGB_03844","POCPDFCE_04179","FMNDBGIB_00608","LBKLGAEM_00966","GBFFMACB_03786"
"group_6564","","hypothetical protein",581,581,1,1,6173,NA,NA,"",440,440,440,"OMEBOICM_04657","OCHGHCBG_01949","HECGGPDK_01717","OIEPJHKP_00798","ABGDGJIO_01285","HEJLPIII_00315","ENBCENPF_03579","HAJGLMEJ_04527","BGBDHPIL_02228","BONMBINM_02621","HDHIBFGB_00927","POCPDFCE_04454","FMNDBGIB_03816","LBKLGAEM_01954","GBFFMACB_03446"
"pyrD","","Dihydroorotate dehydrogenase (quinone)",581,581,1,1,4477,NA,NA,"",1010,1010,1010,"OMEBOICM_02591","OCHGHCBG_01563","HECGGPDK_02442","OIEPJHKP_01424","ABGDGJIO_00926","HEJLPIII_01673","ENBCENPF_00897","HAJGLMEJ_01483","BGBDHPIL_03189","BONMBINM_03464","HDHIBFGB_03803","POCPDFCE_02133","FMNDBGIB_00649","LBKLGAEM_00925","GBFFMACB_03860"
"group_6566","","hypothetical protein",581,581,1,1,5390,NA,NA,"",593,593,593,"OMEBOICM_01007","OCHGHCBG_00874","HECGGPDK_00123","OIEPJHKP_03490","ABGDGJIO_03342","HEJLPIII_02732","ENBCENPF_02319","HAJGLMEJ_02452","BGBDHPIL_00136","BONMBINM_00939","HDHIBFGB_01261","POCPDFCE_03724","FMNDBGIB_04090","LBKLGAEM_03671","GBFFMACB_03512"
"kdgK","","2-dehydro-3-deoxygluconokinase",581,581,1,1,1777,NA,NA,"",929,929,929,"OMEBOICM_00564","OCHGHCBG_02476","HECGGPDK_02060","OIEPJHKP_02130","ABGDGJIO_01799","HEJLPIII_01015","ENBCENPF_01690","HAJGLMEJ_00568","BGBDHPIL_01100","BONMBINM_00213","HDHIBFGB_02062","POCPDFCE_00108","FMNDBGIB_00165","LBKLGAEM_02284","GBFFMACB_01761"
"hemL","","Glutamate-1-semialdehyde 2,1-aminomutase",581,581,1,1,2389,NA,NA,"",1280,1280,1280,"OMEBOICM_03795","OCHGHCBG_03817","HECGGPDK_04309","OIEPJHKP_03307","ABGDGJIO_04438","HEJLPIII_03398","ENBCENPF_03079","HAJGLMEJ_03384","BGBDHPIL_04043","BONMBINM_04213","HDHIBFGB_02239","POCPDFCE_00538","FMNDBGIB_03092","LBKLGAEM_03451","GBFFMACB_03392"
"cpxR","","Transcriptional regulatory protein CpxR",581,581,1,1,2278,NA,NA,"",698,698,698,"OMEBOICM_01936","OCHGHCBG_04228","HECGGPDK_03734","OIEPJHKP_03638","ABGDGJIO_04203","HEJLPIII_03911","ENBCENPF_03695","HAJGLMEJ_02220","BGBDHPIL_02736","BONMBINM_04197","HDHIBFGB_03236","POCPDFCE_01203","FMNDBGIB_03253","LBKLGAEM_04076","GBFFMACB_02423"
"dnaJ","","Chaperone protein DnaJ",581,581,1,1,51,NA,NA,"",1139,1139,1139,"OMEBOICM_02315","OCHGHCBG_01863","HECGGPDK_01804","OIEPJHKP_00712","ABGDGJIO_01199","HEJLPIII_00401","ENBCENPF_03493","HAJGLMEJ_02630","BGBDHPIL_02315","BONMBINM_02707","HDHIBFGB_01013","POCPDFCE_04325","FMNDBGIB_02119","LBKLGAEM_02040","GBFFMACB_04381"
"lptG","","Lipopolysaccharide export system permease protein LptG",581,581,1,1,6110,NA,NA,"",1082,1082,1082,"OMEBOICM_00971","OCHGHCBG_02009","HECGGPDK_01657","OIEPJHKP_00858","ABGDGJIO_01345","HEJLPIII_00255","ENBCENPF_02543","HAJGLMEJ_04543","BGBDHPIL_01770","BONMBINM_01828","HDHIBFGB_00867","POCPDFCE_03611","FMNDBGIB_04252","LBKLGAEM_01894","GBFFMACB_01187"
"mfd","","Transcription-repair-coupling factor",581,581,1,1,5440,NA,NA,"",3446,3446,3446,"OMEBOICM_03367","OCHGHCBG_00922","HECGGPDK_00075","OIEPJHKP_03442","ABGDGJIO_03390","HEJLPIII_02684","ENBCENPF_02271","HAJGLMEJ_02500","BGBDHPIL_00088","BONMBINM_00987","HDHIBFGB_01309","POCPDFCE_00467","FMNDBGIB_02028","LBKLGAEM_03719","GBFFMACB_01946"
"proW","","Glycine betaine/proline betaine transport system permease protein ProW",581,581,1,1,3142,NA,NA,"",1064,1064,1064,"OMEBOICM_02403","OCHGHCBG_00120","HECGGPDK_01282","OIEPJHKP_00549","ABGDGJIO_00549","HEJLPIII_02149","ENBCENPF_00549","HAJGLMEJ_01695","BGBDHPIL_02040","BONMBINM_03455","HDHIBFGB_01528","POCPDFCE_01927","FMNDBGIB_01807","LBKLGAEM_00120","GBFFMACB_02856"
"rnz","","Ribonuclease Z",581,581,1,1,4529,NA,NA,"",938,938,938,"OMEBOICM_02543","OCHGHCBG_01515","HECGGPDK_02394","OIEPJHKP_01472","ABGDGJIO_00974","HEJLPIII_01625","ENBCENPF_00849","HAJGLMEJ_01531","BGBDHPIL_03237","BONMBINM_03512","HDHIBFGB_03851","POCPDFCE_04187","FMNDBGIB_00601","LBKLGAEM_00973","GBFFMACB_03779"
"lpoA","","Penicillin-binding protein activator LpoA",581,581,1,1,2635,NA,NA,"",2042,2042,2042,"OMEBOICM_03038","OCHGHCBG_00579","HECGGPDK_00824","OIEPJHKP_00090","ABGDGJIO_00090","HEJLPIII_03731","ENBCENPF_00090","HAJGLMEJ_00325","BGBDHPIL_00555","BONMBINM_00502","HDHIBFGB_02654","POCPDFCE_00327","FMNDBGIB_02456","LBKLGAEM_00579","GBFFMACB_00643"
"dgaF_2","","2-dehydro-3-deoxy-phosphogluconate aldolase",581,581,1,1,1477,NA,NA,"",743,743,743,"OMEBOICM_03903","OCHGHCBG_02637","HECGGPDK_04409","OIEPJHKP_01969","ABGDGJIO_01638","HEJLPIII_01176","ENBCENPF_01529","HAJGLMEJ_04074","BGBDHPIL_02490","BONMBINM_00374","HDHIBFGB_04061","POCPDFCE_01157","FMNDBGIB_03492","LBKLGAEM_02123","GBFFMACB_03757"
"group_6577","","hypothetical protein",581,581,1,1,4657,NA,NA,"",335,335,335,"OMEBOICM_02910","OCHGHCBG_01395","HECGGPDK_02274","OIEPJHKP_04038","ABGDGJIO_01095","HEJLPIII_04048","ENBCENPF_00729","HAJGLMEJ_03009","BGBDHPIL_03121","BONMBINM_02946","HDHIBFGB_03154","POCPDFCE_02312","FMNDBGIB_02219","LBKLGAEM_01093","GBFFMACB_02288"
"ispB","","Octaprenyl diphosphate synthase",581,581,1,1,2592,NA,NA,"",1112,1112,1112,"OMEBOICM_04239","OCHGHCBG_00621","HECGGPDK_00782","OIEPJHKP_00048","ABGDGJIO_00048","HEJLPIII_03689","ENBCENPF_00048","HAJGLMEJ_00367","BGBDHPIL_00597","BONMBINM_00460","HDHIBFGB_02698","POCPDFCE_00285","FMNDBGIB_02414","LBKLGAEM_00621","GBFFMACB_00685"
"hypBA1","","Non-reducing end beta-L-arabinofuranosidase",581,581,1,1,1854,NA,NA,"",1955,1955,1955,"OMEBOICM_03272","OCHGHCBG_02545","HECGGPDK_02129","OIEPJHKP_02061","ABGDGJIO_01730","HEJLPIII_01084","ENBCENPF_01621","HAJGLMEJ_00499","BGBDHPIL_02398","BONMBINM_00282","HDHIBFGB_02783","POCPDFCE_01598","FMNDBGIB_00234","LBKLGAEM_02215","GBFFMACB_02560"
"group_6580","","hypothetical protein",581,581,1,1,5775,NA,NA,"",1223,1223,1223,"OMEBOICM_01693","OCHGHCBG_01201","HECGGPDK_03507","OIEPJHKP_02757","ABGDGJIO_03667","HEJLPIII_03073","ENBCENPF_03277","HAJGLMEJ_02134","BGBDHPIL_01856","BONMBINM_01455","HDHIBFGB_01782","POCPDFCE_02293","FMNDBGIB_02350","LBKLGAEM_03309","GBFFMACB_04090"
"rseA","","Anti-sigma-E factor RseA",581,581,1,1,4069,NA,NA,"",650,650,650,"OMEBOICM_02670","OCHGHCBG_03097","HECGGPDK_02747","OIEPJHKP_01128","ABGDGJIO_02758","HEJLPIII_01232","ENBCENPF_03014","HAJGLMEJ_01000","BGBDHPIL_01147","BONMBINM_01329","HDHIBFGB_00017","POCPDFCE_00987","FMNDBGIB_03340","LBKLGAEM_02466","GBFFMACB_00981"
"ulaG","","putative L-ascorbate-6-phosphate lactonase UlaG",581,581,1,1,6029,NA,NA,"",1064,1064,1064,"OMEBOICM_00893","OCHGHCBG_02087","HECGGPDK_01579","OIEPJHKP_00936","ABGDGJIO_01423","HEJLPIII_00177","ENBCENPF_02621","HAJGLMEJ_03445","BGBDHPIL_01692","BONMBINM_01906","HDHIBFGB_00789","POCPDFCE_03513","FMNDBGIB_02865","LBKLGAEM_01816","GBFFMACB_01265"
"rapZ","","RNase adapter protein RapZ",581,581,1,1,2574,NA,NA,"",854,854,854,"OMEBOICM_04221","OCHGHCBG_00639","HECGGPDK_00764","OIEPJHKP_00030","ABGDGJIO_00030","HEJLPIII_03671","ENBCENPF_00030","HAJGLMEJ_00385","BGBDHPIL_00615","BONMBINM_00442","HDHIBFGB_02716","POCPDFCE_00267","FMNDBGIB_02396","LBKLGAEM_00639","GBFFMACB_00703"
"rfbF","","Glucose-1-phosphate cytidylyltransferase",581,581,1,1,5761,NA,NA,"",773,773,773,"OMEBOICM_01707","OCHGHCBG_01187","HECGGPDK_03521","OIEPJHKP_02771","ABGDGJIO_03653","HEJLPIII_03087","ENBCENPF_03291","HAJGLMEJ_02148","BGBDHPIL_01842","BONMBINM_01441","HDHIBFGB_01796","POCPDFCE_02279","FMNDBGIB_02364","LBKLGAEM_03323","GBFFMACB_04104"
"mmgC","","Acyl-CoA dehydrogenase",581,581,1,1,4292,NA,NA,"",1163,1163,1163,"OMEBOICM_02031","OCHGHCBG_01728","HECGGPDK_03281","OIEPJHKP_01259","ABGDGJIO_00760","HEJLPIII_01838","ENBCENPF_01062","HAJGLMEJ_01318","BGBDHPIL_02647","BONMBINM_02385","HDHIBFGB_02308","POCPDFCE_04548","FMNDBGIB_00815","LBKLGAEM_00760","GBFFMACB_04420"
"gfcB","","putative lipoprotein GfcB",581,581,1,1,2028,NA,NA,"",638,638,638,"OMEBOICM_03700","OCHGHCBG_02241","HECGGPDK_01424","OIEPJHKP_01089","ABGDGJIO_01576","HEJLPIII_00023","ENBCENPF_02774","HAJGLMEJ_04003","BGBDHPIL_04282","BONMBINM_03986","HDHIBFGB_04246","POCPDFCE_01640","FMNDBGIB_03822","LBKLGAEM_01662","GBFFMACB_03321"
"group_6587","","hypothetical protein",581,581,1,1,44,NA,NA,"",2996,2996,2996,"OMEBOICM_02308","OCHGHCBG_01856","HECGGPDK_01811","OIEPJHKP_00705","ABGDGJIO_01192","HEJLPIII_00408","ENBCENPF_03486","HAJGLMEJ_02623","BGBDHPIL_02322","BONMBINM_02714","HDHIBFGB_01020","POCPDFCE_03930","FMNDBGIB_02126","LBKLGAEM_02047","GBFFMACB_03621"
"fliC","","Flagellin",581,581,1,1,4636,NA,NA,"",1517,1517,1517,"OMEBOICM_02888","OCHGHCBG_01417","HECGGPDK_02296","OIEPJHKP_04060","ABGDGJIO_01073","HEJLPIII_04026","ENBCENPF_00751","HAJGLMEJ_02987","BGBDHPIL_03099","BONMBINM_02924","HDHIBFGB_03132","POCPDFCE_02334","FMNDBGIB_02197","LBKLGAEM_01071","GBFFMACB_02266"
"folC","","Dihydrofolate synthase/folylpolyglutamate synthase",581,581,1,1,3923,NA,NA,"",1268,1268,1268,"OMEBOICM_01360","OCHGHCBG_03329","HECGGPDK_03910","OIEPJHKP_03039","ABGDGJIO_02526","HEJLPIII_01464","ENBCENPF_03925","HAJGLMEJ_00768","BGBDHPIL_02920","BONMBINM_01096","HDHIBFGB_00249","POCPDFCE_04000","FMNDBGIB_00471","LBKLGAEM_02698","GBFFMACB_01813"
"group_6590","","hypothetical protein",581,581,1,1,2243,NA,NA,"",941,941,941,"OMEBOICM_01903","OCHGHCBG_04195","HECGGPDK_03701","OIEPJHKP_03671","ABGDGJIO_04170","HEJLPIII_03944","ENBCENPF_03728","HAJGLMEJ_02187","BGBDHPIL_02703","BONMBINM_04297","HDHIBFGB_04041","POCPDFCE_01833","FMNDBGIB_03392","LBKLGAEM_04109","GBFFMACB_04534"
