"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR28323381","SRR8280066","SRR14766395","SRR14766367","NDSU17","SRR14766454","SRR14766374","SRR11101171","SRR7011986","SRR5000227","SRR27714918","SRR5000221","SRR2096623","SRR2994394","NDSU13"
"ribF","","Bifunctional riboflavin kinase/FMN adenylyltransferase",581,581,1,1,16,NA,NA,"",938,938,938,"AAOAKINP_01904","FLNDLMAF_03726","HEGDAGBG_00435","OOJFKJFD_03873","OMAFMDHC_01166","DHLDAANJ_03736","OGNHHAPP_00435","EPILMDOP_04409","OJOAJMDO_02779","FKHFPJNE_01241","JDGPEFCB_01162","EKBIAHBP_02321","GEOHAANM_01320","NNGIMOCL_02699","GBFFMACB_03594"
"rarA","","Replication-associated recombination protein A",581,581,1,1,4365,NA,NA,"",1343,1343,1343,"AAOAKINP_01567","FLNDLMAF_01831","HEGDAGBG_01351","OOJFKJFD_00158","OMAFMDHC_00999","DHLDAANJ_02471","OGNHHAPP_02684","EPILMDOP_00694","OJOAJMDO_01089","FKHFPJNE_01074","JDGPEFCB_00825","EKBIAHBP_01729","GEOHAANM_03321","NNGIMOCL_01645","GBFFMACB_02687"
"asrC","","Anaerobic sulfite reductase subunit C",581,581,1,1,4105,NA,NA,"",1013,1013,1013,"AAOAKINP_02757","FLNDLMAF_01367","HEGDAGBG_01985","OOJFKJFD_01337","OMAFMDHC_02019","DHLDAANJ_04398","OGNHHAPP_03954","EPILMDOP_03482","OJOAJMDO_01336","FKHFPJNE_02395","JDGPEFCB_02421","EKBIAHBP_02749","GEOHAANM_03249","NNGIMOCL_03853","GBFFMACB_01016"
"bamA","","Outer membrane protein assembly factor BamA",581,581,1,1,2365,NA,NA,"",2414,2414,2414,"AAOAKINP_03724","FLNDLMAF_03224","HEGDAGBG_03551","OOJFKJFD_03091","OMAFMDHC_03650","DHLDAANJ_02172","OGNHHAPP_03660","EPILMDOP_03567","OJOAJMDO_03825","FKHFPJNE_03597","JDGPEFCB_03721","EKBIAHBP_04358","GEOHAANM_03972","NNGIMOCL_04342","GBFFMACB_03368"
"oppC","","Oligopeptide transport system permease protein OppC",581,581,1,1,4852,NA,NA,"",908,908,908,"AAOAKINP_00616","FLNDLMAF_01035","HEGDAGBG_01138","OOJFKJFD_03388","OMAFMDHC_02452","DHLDAANJ_01345","OGNHHAPP_00571","EPILMDOP_01832","OJOAJMDO_00110","FKHFPJNE_00620","JDGPEFCB_01878","EKBIAHBP_00127","GEOHAANM_02615","NNGIMOCL_04631","GBFFMACB_01470"
"nanT_1","","Sialic acid transporter NanT",581,581,1,1,2558,NA,NA,"",1490,1490,1490,"AAOAKINP_00755","FLNDLMAF_03749","HEGDAGBG_02397","OOJFKJFD_00499","OMAFMDHC_00014","DHLDAANJ_00522","OGNHHAPP_01909","EPILMDOP_03100","OJOAJMDO_00697","FKHFPJNE_03997","JDGPEFCB_00014","EKBIAHBP_01388","GEOHAANM_00014","NNGIMOCL_00655","GBFFMACB_00719"
"dnaE","","DNA polymerase III subunit alpha",581,581,1,1,2358,NA,NA,"",3482,3482,3482,"AAOAKINP_03717","FLNDLMAF_03217","HEGDAGBG_03544","OOJFKJFD_03084","OMAFMDHC_03643","DHLDAANJ_02179","OGNHHAPP_03667","EPILMDOP_03574","OJOAJMDO_03832","FKHFPJNE_03604","JDGPEFCB_03714","EKBIAHBP_04351","GEOHAANM_03965","NNGIMOCL_04335","GBFFMACB_03361"
"yibN","","putative protein YibN",581,581,1,1,1879,NA,NA,"",431,431,431,"AAOAKINP_02446","FLNDLMAF_00603","HEGDAGBG_00552","OOJFKJFD_01027","OMAFMDHC_01860","DHLDAANJ_00227","OGNHHAPP_01109","EPILMDOP_02126","OJOAJMDO_04352","FKHFPJNE_01981","JDGPEFCB_02262","EKBIAHBP_02438","GEOHAANM_00428","NNGIMOCL_01352","GBFFMACB_02584"
"group_6495","","hypothetical protein",581,581,1,1,5491,NA,NA,"",647,647,647,"AAOAKINP_00034","FLNDLMAF_02658","HEGDAGBG_02730","OOJFKJFD_02009","OMAFMDHC_03031","DHLDAANJ_02097","OGNHHAPP_01859","EPILMDOP_00303","OJOAJMDO_03229","FKHFPJNE_00038","JDGPEFCB_03094","EKBIAHBP_00709","GEOHAANM_03024","NNGIMOCL_01300","GBFFMACB_01995"
"fhuF","","Ferric iron reductase protein FhuF",581,581,1,1,6205,NA,NA,"",788,788,788,"AAOAKINP_01997","FLNDLMAF_03633","HEGDAGBG_00342","OOJFKJFD_03966","OMAFMDHC_01259","DHLDAANJ_02068","OGNHHAPP_00342","EPILMDOP_03248","OJOAJMDO_02872","FKHFPJNE_01334","JDGPEFCB_01255","EKBIAHBP_02229","GEOHAANM_01413","NNGIMOCL_02792","GBFFMACB_04650"
"dcd","","dCTP deaminase",581,581,1,1,5790,NA,NA,"",581,581,581,"AAOAKINP_03512","FLNDLMAF_02839","HEGDAGBG_03398","OOJFKJFD_02703","OMAFMDHC_03517","DHLDAANJ_02959","OGNHHAPP_03135","EPILMDOP_02995","OJOAJMDO_03555","FKHFPJNE_03308","JDGPEFCB_03515","EKBIAHBP_03505","GEOHAANM_02543","NNGIMOCL_02894","GBFFMACB_03798"
"citF_1","","Citrate lyase alpha chain",581,581,1,1,2535,NA,NA,"",1520,1520,1520,"AAOAKINP_03889","FLNDLMAF_03389","HEGDAGBG_03717","OOJFKJFD_03256","OMAFMDHC_03817","DHLDAANJ_02838","OGNHHAPP_03815","EPILMDOP_02845","OJOAJMDO_02353","FKHFPJNE_03432","JDGPEFCB_03886","EKBIAHBP_03815","GEOHAANM_02737","NNGIMOCL_03146","GBFFMACB_04193"
"group_6499","","hypothetical protein",581,581,1,1,4631,NA,NA,"",413,413,413,"AAOAKINP_01807","FLNDLMAF_04095","HEGDAGBG_01591","OOJFKJFD_00398","OMAFMDHC_00759","DHLDAANJ_02703","OGNHHAPP_03772","EPILMDOP_02676","OJOAJMDO_03046","FKHFPJNE_00833","JDGPEFCB_01065","EKBIAHBP_01489","GEOHAANM_02899","NNGIMOCL_01885","GBFFMACB_02261"
"oleD","","2-alkyl-3-oxoalkanoate reductase",581,581,1,1,4334,NA,NA,"",1013,1013,1013,"AAOAKINP_01540","FLNDLMAF_01804","HEGDAGBG_01324","OOJFKJFD_00131","OMAFMDHC_01026","DHLDAANJ_02444","OGNHHAPP_02711","EPILMDOP_00667","OJOAJMDO_01062","FKHFPJNE_01101","JDGPEFCB_00798","EKBIAHBP_01756","GEOHAANM_03348","NNGIMOCL_01618","GBFFMACB_02660"
"grxD","","Glutaredoxin 4",581,581,1,1,5205,NA,NA,"",347,347,347,"AAOAKINP_00307","FLNDLMAF_02385","HEGDAGBG_03003","OOJFKJFD_02282","OMAFMDHC_02758","DHLDAANJ_00372","OGNHHAPP_01586","EPILMDOP_00030","OJOAJMDO_01913","FKHFPJNE_00311","JDGPEFCB_03367","EKBIAHBP_00436","GEOHAANM_02043","NNGIMOCL_01027","GBFFMACB_00952"
"cysW","","Sulfate transport system permease protein CysW",581,581,1,1,4010,NA,NA,"",875,878,875,"AAOAKINP_02868","FLNDLMAF_01478","HEGDAGBG_01874","OOJFKJFD_01448","OMAFMDHC_02130","DHLDAANJ_00961","OGNHHAPP_02413","EPILMDOP_00531","OJOAJMDO_01447","FKHFPJNE_02284","JDGPEFCB_02532","EKBIAHBP_02860","GEOHAANM_01234","NNGIMOCL_02110","GBFFMACB_01127"
"group_6503","","hypothetical protein",581,581,1,1,769,NA,NA,"",1958,1958,1958,"AAOAKINP_03170","FLNDLMAF_02134","HEGDAGBG_03139","OOJFKJFD_01865","OMAFMDHC_03175","DHLDAANJ_01418","OGNHHAPP_02909","EPILMDOP_01001","OJOAJMDO_03460","FKHFPJNE_03009","JDGPEFCB_02834","EKBIAHBP_03163","GEOHAANM_00841","NNGIMOCL_00775","GBFFMACB_00460"
"gsiA","","Glutathione import ATP-binding protein GsiA",581,581,1,1,4282,NA,NA,"",1871,1871,1871,"AAOAKINP_01491","FLNDLMAF_01755","HEGDAGBG_01275","OOJFKJFD_00082","OMAFMDHC_01075","DHLDAANJ_02666","OGNHHAPP_02760","EPILMDOP_00618","OJOAJMDO_01013","FKHFPJNE_01150","JDGPEFCB_00749","EKBIAHBP_01805","GEOHAANM_04572","NNGIMOCL_03646","GBFFMACB_04410"
"lptC","","Lipopolysaccharide export system protein LptC",581,581,1,1,2580,NA,NA,"",575,575,575,"AAOAKINP_00777","FLNDLMAF_03771","HEGDAGBG_02419","OOJFKJFD_00521","OMAFMDHC_00035","DHLDAANJ_00500","OGNHHAPP_01931","EPILMDOP_03122","OJOAJMDO_00675","FKHFPJNE_03976","JDGPEFCB_00035","EKBIAHBP_01366","GEOHAANM_00035","NNGIMOCL_00633","GBFFMACB_00697"
"group_6506","","hypothetical protein",581,581,1,1,5881,NA,NA,"",530,530,530,"AAOAKINP_03474","FLNDLMAF_02877","HEGDAGBG_03360","OOJFKJFD_02665","OMAFMDHC_03479","DHLDAANJ_04000","OGNHHAPP_03097","EPILMDOP_03033","OJOAJMDO_04368","FKHFPJNE_03346","JDGPEFCB_03477","EKBIAHBP_03467","GEOHAANM_02505","NNGIMOCL_02932","GBFFMACB_03000"
"glaH_1","","Glutarate 2-hydroxylase",581,581,1,1,3117,NA,NA,"",590,590,590,"AAOAKINP_01312","FLNDLMAF_00398","HEGDAGBG_02286","OOJFKJFD_02969","OMAFMDHC_00571","DHLDAANJ_00740","OGNHHAPP_01459","EPILMDOP_01491","OJOAJMDO_02313","FKHFPJNE_02544","JDGPEFCB_00570","EKBIAHBP_00832","GEOHAANM_01687","NNGIMOCL_00098","GBFFMACB_02834"
"lysA_2","","Diaminopimelate decarboxylase",581,581,1,1,3918,NA,NA,"",1397,1397,1397,"AAOAKINP_02959","FLNDLMAF_01569","HEGDAGBG_01783","OOJFKJFD_01539","OMAFMDHC_02221","DHLDAANJ_01968","OGNHHAPP_02322","EPILMDOP_00441","OJOAJMDO_02981","FKHFPJNE_02193","JDGPEFCB_02623","EKBIAHBP_02951","GEOHAANM_01143","NNGIMOCL_02019","GBFFMACB_01818"
"group_6513","","hypothetical protein",581,581,1,1,5780,NA,NA,"",746,746,746,"AAOAKINP_03522","FLNDLMAF_02829","HEGDAGBG_03408","OOJFKJFD_02713","OMAFMDHC_03527","DHLDAANJ_03460","OGNHHAPP_03145","EPILMDOP_02985","OJOAJMDO_03545","FKHFPJNE_03298","JDGPEFCB_03525","EKBIAHBP_03515","GEOHAANM_02553","NNGIMOCL_02884","GBFFMACB_04085"
"tilS","","tRNA(Ile)-lysidine synthase",581,581,1,1,2352,NA,NA,"",1292,1292,1292,"AAOAKINP_03712","FLNDLMAF_03212","HEGDAGBG_03539","OOJFKJFD_03079","OMAFMDHC_03638","DHLDAANJ_02184","OGNHHAPP_03672","EPILMDOP_03579","OJOAJMDO_03837","FKHFPJNE_03609","JDGPEFCB_03709","EKBIAHBP_04346","GEOHAANM_03960","NNGIMOCL_04330","GBFFMACB_03356"
"hscB","","Co-chaperone protein HscB",581,581,1,1,4115,NA,NA,"",515,515,515,"AAOAKINP_02767","FLNDLMAF_01377","HEGDAGBG_01975","OOJFKJFD_01347","OMAFMDHC_02029","DHLDAANJ_03430","OGNHHAPP_03964","EPILMDOP_03492","OJOAJMDO_01346","FKHFPJNE_02385","JDGPEFCB_02431","EKBIAHBP_02759","GEOHAANM_03259","NNGIMOCL_03863","GBFFMACB_01026"
"yhhW","","Quercetin 2,3-dioxygenase",581,581,1,1,1707,NA,NA,"",695,695,695,"AAOAKINP_02609","FLNDLMAF_00766","HEGDAGBG_00715","OOJFKJFD_01189","OMAFMDHC_01698","DHLDAANJ_00065","OGNHHAPP_00947","EPILMDOP_01276","OJOAJMDO_00859","FKHFPJNE_01819","JDGPEFCB_02100","EKBIAHBP_02601","GEOHAANM_00591","NNGIMOCL_01514","GBFFMACB_01692"
"soxS","","Regulatory protein SoxS",581,581,1,1,2071,NA,NA,"",323,323,323,"AAOAKINP_02275","FLNDLMAF_03021","HEGDAGBG_00064","OOJFKJFD_02521","OMAFMDHC_01538","DHLDAANJ_02306","OGNHHAPP_00064","EPILMDOP_04022","OJOAJMDO_01713","FKHFPJNE_01613","JDGPEFCB_01533","EKBIAHBP_01950","GEOHAANM_03586","NNGIMOCL_02627","GBFFMACB_01378"
"oxyR_2","","Hydrogen peroxide-inducible genes activator",581,581,1,1,3992,NA,NA,"",926,926,926,"AAOAKINP_02886","FLNDLMAF_01496","HEGDAGBG_01856","OOJFKJFD_01466","OMAFMDHC_02148","DHLDAANJ_00979","OGNHHAPP_02395","EPILMDOP_00513","OJOAJMDO_01465","FKHFPJNE_02266","JDGPEFCB_02550","EKBIAHBP_02878","GEOHAANM_01216","NNGIMOCL_02092","GBFFMACB_01145"
"gntR_2","","HTH-type transcriptional regulator GntR",581,581,1,1,1706,NA,NA,"",995,995,995,"AAOAKINP_02610","FLNDLMAF_00767","HEGDAGBG_00716","OOJFKJFD_01190","OMAFMDHC_01697","DHLDAANJ_00064","OGNHHAPP_00946","EPILMDOP_01277","OJOAJMDO_00860","FKHFPJNE_01818","JDGPEFCB_02099","EKBIAHBP_02602","GEOHAANM_00592","NNGIMOCL_01515","GBFFMACB_01691"
"mlaC","","Intermembrane phospholipid transport system binding protein MlaC",581,581,1,1,2587,NA,NA,"",635,635,635,"AAOAKINP_00784","FLNDLMAF_03778","HEGDAGBG_02426","OOJFKJFD_00528","OMAFMDHC_00042","DHLDAANJ_00493","OGNHHAPP_01938","EPILMDOP_03129","OJOAJMDO_00668","FKHFPJNE_03969","JDGPEFCB_00042","EKBIAHBP_01359","GEOHAANM_00042","NNGIMOCL_00626","GBFFMACB_00690"
"group_6521","","hypothetical protein",581,581,1,1,3993,NA,NA,"",998,998,998,"AAOAKINP_02885","FLNDLMAF_01495","HEGDAGBG_01857","OOJFKJFD_01465","OMAFMDHC_02147","DHLDAANJ_00978","OGNHHAPP_02396","EPILMDOP_00514","OJOAJMDO_01464","FKHFPJNE_02267","JDGPEFCB_02549","EKBIAHBP_02877","GEOHAANM_01217","NNGIMOCL_02093","GBFFMACB_01144"
"ubiF","","3-demethoxyubiquinol 3-hydroxylase",581,581,1,1,326,NA,NA,"",1175,1175,1175,"AAOAKINP_04009","FLNDLMAF_03509","HEGDAGBG_03804","OOJFKJFD_03782","OMAFMDHC_03937","DHLDAANJ_01036","OGNHHAPP_03325","EPILMDOP_02808","OJOAJMDO_02738","FKHFPJNE_03703","JDGPEFCB_03973","EKBIAHBP_03695","GEOHAANM_02181","NNGIMOCL_03409","GBFFMACB_00082"
"lacC","","Tagatose-6-phosphate kinase",581,581,1,1,5934,NA,NA,"",938,938,938,"AAOAKINP_03424","FLNDLMAF_02927","HEGDAGBG_03310","OOJFKJFD_02615","OMAFMDHC_03429","DHLDAANJ_01907","OGNHHAPP_03047","EPILMDOP_03083","OJOAJMDO_03952","FKHFPJNE_03396","JDGPEFCB_03427","EKBIAHBP_03417","GEOHAANM_02455","NNGIMOCL_02982","GBFFMACB_02950"
"rbsD","","D-ribose pyranase",581,581,1,1,1369,NA,NA,"",419,419,419,"AAOAKINP_04379","FLNDLMAF_04277","HEGDAGBG_04156","OOJFKJFD_04236","OMAFMDHC_04300","DHLDAANJ_01525","OGNHHAPP_04136","EPILMDOP_03599","OJOAJMDO_03650","FKHFPJNE_04299","JDGPEFCB_04325","EKBIAHBP_04237","GEOHAANM_03602","NNGIMOCL_04218","GBFFMACB_03153"
"osmY_3","","Osmotically-inducible protein Y",581,581,1,1,6213,NA,NA,"",617,617,617,"AAOAKINP_01986","FLNDLMAF_03644","HEGDAGBG_00353","OOJFKJFD_03955","OMAFMDHC_01248","DHLDAANJ_02057","OGNHHAPP_00353","EPILMDOP_03259","OJOAJMDO_02861","FKHFPJNE_01323","JDGPEFCB_01244","EKBIAHBP_02239","GEOHAANM_01402","NNGIMOCL_02781","GBFFMACB_03955"
"gtfA","","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit",581,581,1,1,5769,NA,NA,"",1220,1220,1220,"AAOAKINP_03533","FLNDLMAF_02818","HEGDAGBG_03419","OOJFKJFD_02724","OMAFMDHC_03538","DHLDAANJ_03449","OGNHHAPP_03156","EPILMDOP_02974","OJOAJMDO_03534","FKHFPJNE_03287","JDGPEFCB_03536","EKBIAHBP_03526","GEOHAANM_02564","NNGIMOCL_02873","GBFFMACB_04096"
"yeeA","","Inner membrane protein YeeA",581,581,1,1,5724,NA,NA,"",1058,1058,1058,"AAOAKINP_03574","FLNDLMAF_02777","HEGDAGBG_03460","OOJFKJFD_02765","OMAFMDHC_03579","DHLDAANJ_02428","OGNHHAPP_03197","EPILMDOP_03896","OJOAJMDO_03376","FKHFPJNE_03246","JDGPEFCB_03577","EKBIAHBP_03567","GEOHAANM_03469","NNGIMOCL_04131","GBFFMACB_03905"
"eutD","","Ethanolamine utilization protein EutD",581,581,1,1,4034,NA,NA,"",1016,1016,1016,"AAOAKINP_02844","FLNDLMAF_01454","HEGDAGBG_01898","OOJFKJFD_01424","OMAFMDHC_02106","DHLDAANJ_00937","OGNHHAPP_02437","EPILMDOP_00555","OJOAJMDO_01423","FKHFPJNE_02308","JDGPEFCB_02508","EKBIAHBP_02836","GEOHAANM_01258","NNGIMOCL_02134","GBFFMACB_01103"
"group_6529","","hypothetical protein",581,581,1,1,2353,NA,NA,"",389,389,389,"AAOAKINP_03713","FLNDLMAF_03213","HEGDAGBG_03540","OOJFKJFD_03080","OMAFMDHC_03639","DHLDAANJ_02183","OGNHHAPP_03671","EPILMDOP_03578","OJOAJMDO_03836","FKHFPJNE_03608","JDGPEFCB_03710","EKBIAHBP_04347","GEOHAANM_03961","NNGIMOCL_04331","GBFFMACB_03357"
"eae","","Invasin",581,581,1,1,4831,NA,NA,"",734,1424,1422,"AAOAKINP_00638","FLNDLMAF_01014","HEGDAGBG_01160","OOJFKJFD_03366","OMAFMDHC_02430","DHLDAANJ_03785","OGNHHAPP_00549","EPILMDOP_01854","OJOAJMDO_00088","FKHFPJNE_00642","JDGPEFCB_01900","EKBIAHBP_00105","GEOHAANM_02593","NNGIMOCL_03545","GBFFMACB_01492"
"mdoB","","Phosphoglycerol transferase I",581,581,1,1,6196,NA,NA,"",2291,2291,2291,"AAOAKINP_02006","FLNDLMAF_03624","HEGDAGBG_00333","OOJFKJFD_03975","OMAFMDHC_01268","DHLDAANJ_04071","OGNHHAPP_00333","EPILMDOP_03239","OJOAJMDO_02881","FKHFPJNE_01343","JDGPEFCB_01264","EKBIAHBP_02220","GEOHAANM_01422","NNGIMOCL_02801","GBFFMACB_03464"
"cpxA","","Sensor histidine kinase CpxA",581,581,1,1,2277,NA,NA,"",1373,1373,1373,"AAOAKINP_04166","FLNDLMAF_03984","HEGDAGBG_03994","OOJFKJFD_04102","OMAFMDHC_04086","DHLDAANJ_02740","OGNHHAPP_03507","EPILMDOP_02309","OJOAJMDO_02562","FKHFPJNE_04086","JDGPEFCB_04163","EKBIAHBP_04016","GEOHAANM_03367","NNGIMOCL_03219","GBFFMACB_02424"
"aroG","","Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive",581,581,1,1,260,NA,NA,"",1052,1052,1052,"AAOAKINP_04084","FLNDLMAF_04607","HEGDAGBG_03729","OOJFKJFD_03857","OMAFMDHC_04012","DHLDAANJ_04248","OGNHHAPP_03250","EPILMDOP_04222","OJOAJMDO_04541","FKHFPJNE_03628","JDGPEFCB_03898","EKBIAHBP_03620","GEOHAANM_02256","NNGIMOCL_04417","GBFFMACB_00007"
"hyaB_2","","Hydrogenase-1 large chain",581,581,1,1,4809,NA,NA,"",1793,1793,1793,"AAOAKINP_00658","FLNDLMAF_00994","HEGDAGBG_01180","OOJFKJFD_03346","OMAFMDHC_02410","DHLDAANJ_02585","OGNHHAPP_00529","EPILMDOP_03889","OJOAJMDO_00068","FKHFPJNE_00662","JDGPEFCB_01920","EKBIAHBP_00085","GEOHAANM_03890","NNGIMOCL_03525","GBFFMACB_01512"
"cbiE","","Cobalt-precorrin-7 C(5)-methyltransferase",581,581,1,1,5691,NA,NA,"",605,605,605,"AAOAKINP_03604","FLNDLMAF_02747","HEGDAGBG_03490","OOJFKJFD_02795","OMAFMDHC_03609","DHLDAANJ_02399","OGNHHAPP_03227","EPILMDOP_03926","OJOAJMDO_03406","FKHFPJNE_03216","JDGPEFCB_03607","EKBIAHBP_03597","GEOHAANM_03499","NNGIMOCL_04101","GBFFMACB_03875"
"dmlR_3","","HTH-type transcriptional regulator DmlR",581,581,1,1,1772,NA,NA,"",899,899,899,"AAOAKINP_02545","FLNDLMAF_00702","HEGDAGBG_00651","OOJFKJFD_01125","OMAFMDHC_01761","DHLDAANJ_00129","OGNHHAPP_01011","EPILMDOP_01212","OJOAJMDO_00795","FKHFPJNE_01883","JDGPEFCB_02163","EKBIAHBP_02537","GEOHAANM_00527","NNGIMOCL_01450","GBFFMACB_01756"
"carB","","Carbamoyl-phosphate synthase large chain",581,581,1,1,2530,NA,NA,"",3227,3227,3227,"AAOAKINP_03884","FLNDLMAF_03384","HEGDAGBG_03712","OOJFKJFD_03251","OMAFMDHC_03812","DHLDAANJ_02843","OGNHHAPP_03820","EPILMDOP_02850","OJOAJMDO_02358","FKHFPJNE_03437","JDGPEFCB_03881","EKBIAHBP_03820","GEOHAANM_02742","NNGIMOCL_03141","GBFFMACB_04198"
"chbR","","HTH-type transcriptional regulator ChbR",581,581,1,1,5331,NA,NA,"",839,839,839,"AAOAKINP_00189","FLNDLMAF_02503","HEGDAGBG_02885","OOJFKJFD_02164","OMAFMDHC_02876","DHLDAANJ_00255","OGNHHAPP_01704","EPILMDOP_00148","OJOAJMDO_01794","FKHFPJNE_00193","JDGPEFCB_03249","EKBIAHBP_00554","GEOHAANM_01925","NNGIMOCL_01145","GBFFMACB_02748"
"oprM","","Outer membrane protein OprM",581,581,1,1,777,NA,NA,"",1457,1457,1457,"AAOAKINP_03163","FLNDLMAF_02127","HEGDAGBG_03132","OOJFKJFD_01872","OMAFMDHC_03168","DHLDAANJ_01411","OGNHHAPP_02916","EPILMDOP_00994","OJOAJMDO_03467","FKHFPJNE_03016","JDGPEFCB_02827","EKBIAHBP_03156","GEOHAANM_00834","NNGIMOCL_00768","GBFFMACB_00467"
"casC","","CRISPR system Cascade subunit CasC",581,581,1,1,2972,NA,NA,"",1058,1058,1058,"AAOAKINP_01160","FLNDLMAF_00246","HEGDAGBG_02134","OOJFKJFD_00904","OMAFMDHC_00419","DHLDAANJ_02568","OGNHHAPP_01307","EPILMDOP_01641","OJOAJMDO_02161","FKHFPJNE_02696","JDGPEFCB_00418","EKBIAHBP_00982","GEOHAANM_01839","NNGIMOCL_00250","GBFFMACB_02174"
"group_654","","hypothetical protein",581,581,1,1,4849,NA,NA,"",632,686,647,"AAOAKINP_00619","FLNDLMAF_01032","HEGDAGBG_01141","OOJFKJFD_03385","OMAFMDHC_02449","DHLDAANJ_01348","OGNHHAPP_00568","EPILMDOP_01835","OJOAJMDO_00107","FKHFPJNE_00623","JDGPEFCB_01881","EKBIAHBP_00124","GEOHAANM_02612","NNGIMOCL_03564","GBFFMACB_01473"
"pduW","","putative propionate kinase",581,581,1,1,5721,NA,NA,"",1199,1199,1199,"AAOAKINP_03577","FLNDLMAF_02774","HEGDAGBG_03463","OOJFKJFD_02768","OMAFMDHC_03582","DHLDAANJ_02425","OGNHHAPP_03200","EPILMDOP_03899","OJOAJMDO_03379","FKHFPJNE_03243","JDGPEFCB_03580","EKBIAHBP_03570","GEOHAANM_03472","NNGIMOCL_04128","GBFFMACB_03902"
"ispE","","4-diphosphocytidyl-2-C-methyl-D-erythritol kinase",581,581,1,1,4820,NA,NA,"",851,851,851,"AAOAKINP_00649","FLNDLMAF_01003","HEGDAGBG_01171","OOJFKJFD_03355","OMAFMDHC_02419","DHLDAANJ_03796","OGNHHAPP_00538","EPILMDOP_01865","OJOAJMDO_00077","FKHFPJNE_00653","JDGPEFCB_01911","EKBIAHBP_00094","GEOHAANM_02582","NNGIMOCL_03534","GBFFMACB_01503"
"lysP","","Lysine-specific permease",581,581,1,1,5926,NA,NA,"",1469,1469,1469,"AAOAKINP_03429","FLNDLMAF_02922","HEGDAGBG_03315","OOJFKJFD_02620","OMAFMDHC_03434","DHLDAANJ_01902","OGNHHAPP_03052","EPILMDOP_03078","OJOAJMDO_03957","FKHFPJNE_03391","JDGPEFCB_03432","EKBIAHBP_03422","GEOHAANM_02460","NNGIMOCL_02977","GBFFMACB_02955"
"eutQ","","Ethanolamine utilization protein EutQ",581,581,1,1,4036,NA,NA,"",689,689,689,"AAOAKINP_02842","FLNDLMAF_01452","HEGDAGBG_01900","OOJFKJFD_01422","OMAFMDHC_02104","DHLDAANJ_00935","OGNHHAPP_02439","EPILMDOP_00557","OJOAJMDO_01421","FKHFPJNE_02310","JDGPEFCB_02506","EKBIAHBP_02834","GEOHAANM_01260","NNGIMOCL_02136","GBFFMACB_01101"
"secB","","Protein-export protein SecB",581,581,1,1,1876,NA,NA,"",467,467,467,"AAOAKINP_02448","FLNDLMAF_00605","HEGDAGBG_00554","OOJFKJFD_01029","OMAFMDHC_01858","DHLDAANJ_00225","OGNHHAPP_01107","EPILMDOP_02124","OJOAJMDO_04350","FKHFPJNE_01979","JDGPEFCB_02260","EKBIAHBP_02440","GEOHAANM_00430","NNGIMOCL_01354","GBFFMACB_02582"
"yihQ","","Sulfoquinovosidase",581,581,1,1,2233,NA,NA,"",2036,2036,2036,"AAOAKINP_04208","FLNDLMAF_04026","HEGDAGBG_04036","OOJFKJFD_04060","OMAFMDHC_04044","DHLDAANJ_02231","OGNHHAPP_03465","EPILMDOP_02351","OJOAJMDO_02604","FKHFPJNE_04128","JDGPEFCB_04205","EKBIAHBP_03974","GEOHAANM_04038","NNGIMOCL_03177","GBFFMACB_04524"
"mnmE","","tRNA modification GTPase MnmE",581,581,1,1,1406,NA,NA,"",1403,1403,1403,"AAOAKINP_04343","FLNDLMAF_04313","HEGDAGBG_04192","OOJFKJFD_04200","OMAFMDHC_04264","DHLDAANJ_01561","OGNHHAPP_04100","EPILMDOP_03635","OJOAJMDO_03614","FKHFPJNE_04263","JDGPEFCB_04361","EKBIAHBP_04201","GEOHAANM_03638","NNGIMOCL_04182","GBFFMACB_03117"
"group_6547","","hypothetical protein",581,581,1,1,4028,NA,NA,"",1226,1226,1226,"AAOAKINP_02850","FLNDLMAF_01460","HEGDAGBG_01892","OOJFKJFD_01430","OMAFMDHC_02112","DHLDAANJ_00943","OGNHHAPP_02431","EPILMDOP_00549","OJOAJMDO_01429","FKHFPJNE_02302","JDGPEFCB_02514","EKBIAHBP_02842","GEOHAANM_01252","NNGIMOCL_02128","GBFFMACB_01109"
"group_6548","","IS3 family transposase IS1351",581,581,1,1,3094,NA,NA,"",623,623,623,"AAOAKINP_01333","FLNDLMAF_00419","HEGDAGBG_02307","OOJFKJFD_02990","OMAFMDHC_00592","DHLDAANJ_00761","OGNHHAPP_01480","EPILMDOP_01470","OJOAJMDO_02335","FKHFPJNE_02523","JDGPEFCB_00591","EKBIAHBP_00811","GEOHAANM_01666","NNGIMOCL_00077","GBFFMACB_04788"
