Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR21979340	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21979340_seqsero	SRR21979340_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR21979341	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR21979341_seqsero	SRR21979341_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR22031961	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR22031961_seqsero	SRR22031961_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR22302513	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR22302513_seqsero	SRR22302513_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR22302515	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR22302515_seqsero	SRR22302515_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR22302517	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR22302517_seqsero	SRR22302517_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR22317987	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR22317987_seqsero	SRR22317987_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR22372854	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR22372854_seqsero	SRR22372854_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR22381737	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR22381737_seqsero	SRR22381737_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR22485980	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR22485980_seqsero	SRR22485980_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR22565630	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR22565630_seqsero	SRR22565630_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR22565634	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR22565634_seqsero	SRR22565634_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR22566519	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR22566519_seqsero	SRR22566519_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR22575394	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR22575394_seqsero	SRR22575394_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR22590183	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR22590183_seqsero	SRR22590183_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR22730899	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR22730899_seqsero	SRR22730899_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR22750399	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR22750399_seqsero	SRR22750399_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR22822728	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR22822728_seqsero	SRR22822728_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR22822784	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR22822784_seqsero	SRR22822784_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR22822785	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR22822785_seqsero	SRR22822785_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR22822786	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR22822786_seqsero	SRR22822786_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR22927603	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR22927603_seqsero	SRR22927603_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR22927701	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR22927701_seqsero	SRR22927701_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR23030152	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR23030152_seqsero	SRR23030152_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR23043674	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR23043674_seqsero	SRR23043674_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR23043675	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR23043675_seqsero	SRR23043675_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR23043676	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR23043676_seqsero	SRR23043676_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR23043677	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR23043677_seqsero	SRR23043677_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR23043678	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR23043678_seqsero	SRR23043678_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR23043679	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR23043679_seqsero	SRR23043679_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR23043682	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR23043682_seqsero	SRR23043682_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR23043683	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR23043683_seqsero	SRR23043683_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR23043684	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR23043684_seqsero	SRR23043684_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR2407619	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR2407619_seqsero	SRR2407619_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR2407658	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR2407658_seqsero	SRR2407658_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR25097973	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR25097973_seqsero	SRR25097973_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR25556694	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR25556694_seqsero	SRR25556694_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR2567125	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR2567125_seqsero	SRR2567125_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR2567128	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR2567128_seqsero	SRR2567128_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR2567144	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR2567144_seqsero	SRR2567144_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR2567191	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR2567191_seqsero	SRR2567191_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR25926988	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR25926988_seqsero	SRR25926988_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR25926989	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR25926989_seqsero	SRR25926989_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR25926991	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR25926991_seqsero	SRR25926991_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR26985545	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR26985545_seqsero	SRR26985545_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR26985566	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR26985566_seqsero	SRR26985566_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR27313631	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR27313631_seqsero	SRR27313631_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR27313633	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR27313633_seqsero	SRR27313633_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR27313648	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR27313648_seqsero	SRR27313648_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR27708424	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR27708424_seqsero	SRR27708424_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR27708426	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR27708426_seqsero	SRR27708426_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR27708427	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR27708427_seqsero	SRR27708427_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR27708429	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR27708429_seqsero	SRR27708429_assembly.fasta	-	g,p	-	-	-:g,p:-	- -:g,p:-	The input genome cannot be identified as Salmonella. Check the input for taxonomic ID, contamination, or sequencing quality. 
SRR27708430	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR27708430_seqsero	SRR27708430_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR27708431	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR27708431_seqsero	SRR27708431_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR27708433	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR27708433_seqsero	SRR27708433_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR27708439	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR27708439_seqsero	SRR27708439_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR27714918	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR27714918_seqsero	SRR27714918_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR27714934	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR27714934_seqsero	SRR27714934_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR27714938	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR27714938_seqsero	SRR27714938_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR27714940	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR27714940_seqsero	SRR27714940_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR27714941	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR27714941_seqsero	SRR27714941_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR27714943	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR27714943_seqsero	SRR27714943_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR27779117	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR27779117_seqsero	SRR27779117_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR27779118	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR27779118_seqsero	SRR27779118_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR27779119	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR27779119_seqsero	SRR27779119_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR27779120	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR27779120_seqsero	SRR27779120_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR27779121	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR27779121_seqsero	SRR27779121_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR28262167	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR28262167_seqsero	SRR28262167_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR28262169	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR28262169_seqsero	SRR28262169_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR28262170	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR28262170_seqsero	SRR28262170_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR28323368	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR28323368_seqsero	SRR28323368_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR28323377	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR28323377_seqsero	SRR28323377_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR28323378	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR28323378_seqsero	SRR28323378_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR28323379	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR28323379_seqsero	SRR28323379_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR28323381	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR28323381_seqsero	SRR28323381_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR28323382	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR28323382_seqsero	SRR28323382_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR28323385	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR28323385_seqsero	SRR28323385_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR28323386	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR28323386_seqsero	SRR28323386_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR28323390	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR28323390_seqsero	SRR28323390_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR28323393	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR28323393_seqsero	SRR28323393_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR28323406	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR28323406_seqsero	SRR28323406_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR28323407	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR28323407_seqsero	SRR28323407_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR28412124	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR28412124_seqsero	SRR28412124_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
